player_name,challenge_wins,challenge_appearances,sit_outs,votes_for_bootee,votes_against_player,total_votes,tribal_council_appearances,total_days,exile_days,reward_chl_win,reward_chl_teammates,reward_chl_win_perc,immun_chl_win,immun_chl_teammates,immun_chl_win_perc,season,episode
Brandon,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,3
Brenda,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,3
Cochran,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,3
Corinne,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,3
Dawn,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,3
Erik,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,3
Malcolm,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,3
Phillip,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,3
Eddie,0.0,0.1111111111,0.0,0.0,3.0,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Hope,0.0,0.1111111111,0.0,0.0,3.0,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Julia,0.0,0.1111111111,0.0,1.0,,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Laura,0.0,0.1111111111,0.0,1.0,,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Matt,0.0,0.1111111111,0.0,0.0,,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Michael,0.0,0.1111111111,0.0,0.0,,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Reynold,0.0,0.1111111111,0.0,0.0,,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Shamar,0.0,0.1111111111,0.0,0.0,3.0,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Sherri,0.0,0.1111111111,0.0,1.0,,9.0,1.0,2.0,,0.0,9.0,0.0,,,,26,3
Andrea,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Brandon,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Brenda,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Cochran,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Corinne,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Dawn,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Erik,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Malcolm,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Phillip,0.1111111111,0.1111111111,0.0,,,,,2.0,,1.0,9.0,0.1111111111,,,,26,2
Allie,0.0,0.1111111111,0.0,0.0,6.0,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Eddie,0.0,0.1111111111,0.0,0.0,,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Hope,0.0,0.1111111111,0.0,0.0,,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Julia,0.0,0.1111111111,0.0,1.0,,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Laura,0.0,0.1111111111,1.0,1.0,,10.0,1.0,2.0,,,9.0,0.0,,,,26,2
Matt,0.0,0.1111111111,0.0,1.0,,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Michael,0.0,0.1111111111,0.0,1.0,,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Reynold,0.0,0.1111111111,0.0,0.0,,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Shamar,0.0,0.1111111111,0.0,1.0,4.0,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Sherri,0.0,0.1111111111,0.0,1.0,,10.0,1.0,2.0,,0.0,9.0,0.0,,,,26,2
Andrea,0.1,0.2,0.0,1.0,4.0,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Brandon,0.1,0.2,0.0,0.0,,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Brenda,0.1,0.2,0.0,0.0,,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Cochran,0.1,0.2,0.0,1.0,,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Corinne,0.1,0.2,0.0,1.0,,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Dawn,0.1,0.2,0.0,1.0,,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Erik,0.1,0.2,0.0,0.0,,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Francesca,0.1,0.2,0.0,0.0,6.0,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Malcolm,0.1,0.2,0.0,1.0,,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Phillip,0.1,0.2,0.0,1.0,,10.0,1.0,3.0,,1.0,10.0,0.1,0.0,10.0,0.0,26,1
Allie,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Eddie,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Hope,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Julia,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Laura,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Matt,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Michael,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Reynold,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Shamar,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Sherri,0.1,0.2,0.0,,,,,3.0,,0.0,10.0,0.0,1.0,10.0,0.1,26,1
Gervase,0.0,2.0,0.0,2.0,1.0,9.0,2.0,4.0,,,,,0.0,1.0,0.0,27,14
Tyson,2.0,2.0,0.0,2.0,0.0,9.0,2.0,4.0,,,,,1.0,1.0,1.0,27,14
Laura M.,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,14
Monica,0.0,2.0,0.0,2.0,0.0,9.0,2.0,4.0,,,,,0.0,1.0,0.0,27,14
Tina,0.5,2.5,0.0,0.0,3.0,9.0,2.0,3.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,27,14
Hayden,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,14
Ciera,0.0,1.0,0.0,0.0,3.0,5.0,1.0,2.0,,,,,0.0,1.0,0.0,27,14
Gervase,0.0,1.0,0.0,1.0,2.0,5.0,1.0,3.0,,,,,0.0,1.0,0.0,27,13
Tyson,0.0,1.0,0.0,1.0,,5.0,1.0,3.0,,,,,0.0,1.0,0.0,27,13
Laura M.,0.5,0.5,0.0,,,,,3.0,3.0,0.5,1.0,0.5,,,,27,13
Monica,0.0,1.0,0.0,1.0,,5.0,1.0,3.0,,,,,0.0,1.0,0.0,27,13
Tina,0.25,0.5,0.0,,,,,3.0,3.0,0.25,1.0,0.25,,,,27,13
Hayden,0.0,1.0,0.0,0.0,3.0,5.0,1.0,3.0,,,,,0.0,1.0,0.0,27,13
Ciera,1.0,1.0,0.0,0.0,,5.0,1.0,3.0,,,,,1.0,1.0,1.0,27,13
Katie,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,13
Gervase,1.0,1.0,0.0,0.0,,6.0,1.0,3.0,,,,,1.0,1.0,1.0,27,12
Tyson,0.0,1.0,0.0,0.0,,6.0,1.0,3.0,,,,,0.0,1.0,0.0,27,12
Laura M.,0.5,0.5,0.0,,,,,3.0,3.0,0.5,1.0,0.5,,,,27,12
Monica,0.0,1.0,0.0,0.0,3.0,6.0,1.0,3.0,,,,,0.0,1.0,0.0,27,12
Tina,0.25,0.5,0.0,,,,,3.0,3.0,0.25,1.0,0.25,,,,27,12
Caleb,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,12
Hayden,0.0,1.0,0.0,0.0,3.0,6.0,1.0,3.0,,,,,0.0,1.0,0.0,27,12
Ciera,0.0,1.0,0.0,0.0,,6.0,1.0,3.0,,,,,0.0,1.0,0.0,27,12
Katie,0.0,1.0,0.0,0.0,,6.0,1.0,3.0,,,,,0.0,1.0,0.0,27,12
Gervase,0.0,1.0,0.0,1.0,,7.0,1.0,3.0,,,,,0.0,1.0,0.0,27,11
Tyson,0.0,1.0,0.0,1.0,,7.0,1.0,3.0,,,,,0.0,1.0,0.0,27,11
Laura M.,0.5,0.5,0.0,,,,,3.0,3.0,0.5,1.0,0.5,,,,27,11
Monica,1.0,1.0,0.0,1.0,,7.0,1.0,3.0,,,,,1.0,1.0,1.0,27,11
Tina,0.25,0.5,0.0,,,,,3.0,3.0,0.25,1.0,0.25,,,,27,11
Caleb,0.0,1.0,0.0,0.0,4.0,7.0,1.0,3.0,,,,,0.0,1.0,0.0,27,11
Hayden,0.0,1.0,0.0,0.0,,7.0,1.0,3.0,,,,,0.0,1.0,0.0,27,11
Vytas,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,11
Ciera,0.0,1.0,0.0,1.0,3.0,7.0,1.0,3.0,,,,,0.0,1.0,0.0,27,11
Katie,0.0,1.0,0.0,0.0,,7.0,1.0,3.0,,,,,0.0,1.0,0.0,27,11
Aras,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,10
Gervase,0.0,1.0,0.0,1.0,,8.0,1.0,2.0,,,,,0.0,1.0,0.0,27,10
Tyson,0.0,1.0,0.0,1.0,,8.0,1.0,2.0,,,,,0.0,1.0,0.0,27,10
Laura M.,0.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,,,,,0.0,1.0,0.0,27,10
Monica,1.0,1.0,0.0,1.0,,8.0,1.0,2.0,,,,,1.0,1.0,1.0,27,10
Tina,0.25,0.5,0.0,,,,,2.0,2.0,0.25,1.0,0.25,,,,27,10
Caleb,0.0,1.0,0.0,1.0,,8.0,1.0,2.0,,,,,0.0,1.0,0.0,27,10
Hayden,0.0,1.0,0.0,1.0,,8.0,1.0,2.0,,,,,0.0,1.0,0.0,27,10
Vytas,0.5,0.5,0.0,,,,,2.0,2.0,0.5,1.0,0.5,,,,27,10
Ciera,0.0,1.0,0.0,1.0,,8.0,1.0,2.0,,,,,0.0,1.0,0.0,27,10
Katie,0.0,1.0,0.0,1.0,1.0,8.0,1.0,2.0,,,,,0.0,1.0,0.0,27,10
Aras,,,,,,,,3.0,3.0,,,,,,,27,9
Gervase,0.0,2.0,0.0,2.0,,19.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,27,9
Tyson,0.0,2.0,0.0,2.0,2.0,19.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,27,9
Laura M.,0.0,2.0,0.0,2.0,,19.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,27,9
Monica,1.0,2.0,0.0,2.0,1.0,19.0,2.0,3.0,,1.0,1.0,1.0,0.0,1.0,0.0,27,9
Tina,0.0,2.0,0.0,1.0,7.0,19.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,27,9
Caleb,0.0,2.0,0.0,2.0,,19.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,27,9
Hayden,0.0,2.0,0.0,2.0,,19.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,27,9
Vytas,0.0,1.0,0.0,0.0,8.0,10.0,1.0,3.0,2.0,0.0,1.0,0.0,,,,27,9
Ciera,0.0,2.0,0.0,1.0,,19.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,27,9
Katie,1.0,2.0,0.0,1.0,1.0,19.0,2.0,3.0,,0.0,1.0,0.0,1.0,1.0,1.0,27,9
Aras,0.0,1.0,0.0,0.0,7.0,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
Gervase,0.0,1.0,0.0,1.0,,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
Tyson,0.0,1.0,0.0,1.0,,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
Laura M.,0.5,2.0,0.0,1.0,2.0,11.0,1.0,3.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,27,8
Monica,0.0,1.0,0.0,1.0,,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
Tina,0.0,1.0,0.0,0.0,,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
Caleb,0.0,1.0,0.0,1.0,,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
Hayden,0.0,1.0,0.0,1.0,,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
John,0.0,1.0,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,8
Vytas,1.0,1.0,0.0,0.0,,11.0,1.0,3.0,,,,,1.0,1.0,1.0,27,8
Ciera,0.0,1.0,0.0,1.0,2.0,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
Katie,0.0,1.0,0.0,0.0,,11.0,1.0,3.0,,,,,0.0,1.0,0.0,27,8
Laura B.,0.0,1.0,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,8
Aras,0.2,0.2,,,,,,2.0,,,,,1.0,5.0,0.2,27,7
Gervase,0.2,0.2,,,,,,2.0,,,,,1.0,5.0,0.2,27,7
Tyson,0.2,0.2,,,,,,2.0,,,,,1.0,5.0,0.2,27,7
Kat,0.0,0.5,,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,7
Laura M.,0.25,0.5,,,,,,2.0,2.0,0.25,1.0,0.25,,,,27,7
Monica,0.0,0.2,,1.0,,5.0,1.0,2.0,,,,,0.0,5.0,0.0,27,7
Tina,0.0,0.2,,1.0,,5.0,1.0,2.0,,,,,0.0,5.0,0.0,27,7
Caleb,0.2,0.2,,,,,,2.0,,,,,1.0,5.0,0.2,27,7
Hayden,0.2,0.2,,,,,,2.0,,,,,1.0,5.0,0.2,27,7
John,0.5,0.5,,,,,,2.0,2.0,0.5,1.0,0.5,,,,27,7
Vytas,0.0,0.2,,1.0,1.0,5.0,1.0,2.0,,,,,0.0,5.0,0.0,27,7
Ciera,0.0,0.2,,,,,,2.0,,,,,,5.0,0.0,27,7
Katie,0.0,0.2,,1.0,,5.0,1.0,2.0,,,,,0.0,5.0,0.0,27,7
Laura B.,0.0,0.2,,0.0,4.0,5.0,1.0,2.0,,,,,0.0,5.0,0.0,27,7
Aras,0.1666666667,0.1666666667,0.0,,,,,3.0,,,,,1.0,6.0,0.1666666667,27,6
Gervase,0.1666666667,0.1666666667,0.0,,,,,3.0,,,,,1.0,6.0,0.1666666667,27,6
Tyson,0.1666666667,0.1666666667,0.0,,,,,3.0,,,,,1.0,6.0,0.1666666667,27,6
Kat,0.0,0.1666666667,0.0,0.0,5.0,6.0,1.0,3.0,,,,,0.0,6.0,0.0,27,6
Laura M.,0.5,0.5,0.0,,,,,3.0,3.0,0.5,1.0,0.5,,,,27,6
Monica,0.0,0.166666667,0.0,1.0,,6.0,1.0,3.0,,,,,0.0,6.0,0.0,27,6
Tina,0.0,0.166666667,0.0,1.0,,6.0,1.0,3.0,,,,,0.0,6.0,0.0,27,6
Brad,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,6
Caleb,0.1666666667,0.166666667,0.0,,,,,3.0,,,,,1.0,6.0,0.1666666667,27,6
Hayden,0.1666666667,0.166666667,0.0,,,,,3.0,,,,,1.0,6.0,0.1666666667,27,6
John,0.25,0.5,0.0,,,,,3.0,3.0,0.25,1.0,0.25,,,,27,6
Vytas,0.0,0.166666667,0.0,1.0,1.0,6.0,1.0,3.0,,,,,0.0,6.0,0.0,27,6
Ciera,0.1666666667,0.166666667,0.0,,,,,3.0,,,,,1.0,6.0,0.1666666667,27,6
Katie,0.0,0.166666667,0.0,1.0,,6.0,1.0,3.0,,,,,0.0,6.0,0.0,27,6
Laura B.,0.0,0.166666667,0.0,1.0,,6.0,1.0,3.0,,,,,0.0,6.0,0.0,27,6
Aras,0.0,0.2,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,5.0,0.0,27,5
Gervase,0.0,0.2,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,5.0,0.0,27,5
Tyson,0.0,0.2,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,5.0,0.0,27,5
Candice,0.0,0.5,0.0,,,,,1.0,,0.0,1.0,0.0,,,,27,5
Kat,0.0,0.2,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,5.0,0.0,27,5
Laura M.,0.0,0.2,1.0,0.0,7.0,8.0,1.0,3.0,,,,,,5.0,0.0,27,5
Monica,0.0,0.2,1.0,1.0,,8.0,1.0,3.0,,,,,,5.0,0.0,27,5
Tina,0.0,0.2,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,5.0,0.0,27,5
Brad,0.25,0.5,0.0,,,,,3.0,3.0,0.25,1.0,0.25,,,,27,5
Caleb,0.2,0.2,0.0,,,,,3.0,,,,,1.0,5.0,0.2,27,5
Hayden,0.2,0.2,0.0,,,,,3.0,,,,,1.0,5.0,0.2,27,5
John,0.5,0.5,0.0,,,,,3.0,3.0,0.5,1.0,0.5,,,,27,5
Vytas,0.2,0.2,0.0,,,,,3.0,,,,,1.0,5.0,0.2,27,5
Ciera,0.2,0.2,0.0,,,,,3.0,,,,,1.0,5.0,0.2,27,5
Katie,0.2,0.2,0.0,,,,,3.0,,,,,1.0,5.0,0.2,27,5
Laura B.,0.0,0.2,1.0,1.0,1.0,8.0,1.0,3.0,,,,,,5.0,0.0,27,5
Aras,0.1666666667,0.1666666667,0.0,,,,,2.0,,,,,1.0,6.0,0.1666666667,27,4
Gervase,0.1666666667,0.1666666667,0.0,,,,,2.0,,,,,1.0,6.0,0.1666666667,27,4
Tyson,0.1666666667,0.1666666667,0.0,,,,,2.0,,,,,1.0,6.0,0.1666666667,27,4
Candice,0.25,0.5,0.0,,,,,2.0,2.0,0.25,1.0,0.25,,,,27,4
Kat,0.0,0.1666666667,1.0,,,,,2.0,,,,,,6.0,0.0,27,4
Laura M.,0.1666666667,0.1666666667,0.0,,,,,2.0,,,,,1.0,6.0,0.1666666667,27,4
Monica,0.1666666667,0.1666666667,0.0,,,,,2.0,,,,,1.0,6.0,0.1666666667,27,4
Tina,0.0,0.1666666667,1.0,,,,,2.0,,,,,,6.0,0.0,27,4
Brad,0.0,0.1666666667,0.0,0.0,3.0,6.0,1.0,2.0,,,,,0.0,6.0,0.0,27,4
Caleb,0.0,0.1666666667,0.0,1.0,,6.0,1.0,2.0,,,,,0.0,6.0,0.0,27,4
Hayden,0.0,0.1666666667,0.0,0.0,,6.0,1.0,2.0,,,,,0.0,6.0,0.0,27,4
John,0.5,0.5,0.0,,,,,2.0,2.0,0.5,1.0,0.5,,,,27,4
Vytas,0.0,0.1666666667,0.0,0.0,,6.0,1.0,2.0,,,,,0.0,6.0,0.0,27,4
Ciera,0.0,0.1666666667,0.0,1.0,3.0,6.0,1.0,2.0,,,,,0.0,6.0,0.0,27,4
Katie,0.0,0.1666666667,0.0,1.0,,6.0,1.0,2.0,,,,,0.0,6.0,0.0,27,4
Laura B.,0.1666666667,0.1666666667,0.0,,,,,2.0,,,,,1.0,6.0,0.1666666667,27,4
Marissa,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,4
Aras,0.1428571429,0.1428571429,0.0,,,,,2.0,,,,,1.0,7.0,0.1428571429,27,3
Colton,0.0,0.0,,0.0,9.0,9.0,1.0,1.0,,,,,,,,27,3
Gervase,0.1428571429,0.1428571429,0.0,,,,,2.0,,,,,1.0,7.0,0.1428571429,27,3
Rupert,,0.0,,,,,,,,,,,,,,27,3
Tyson,0.1428571429,0.1428571429,0.0,,,,,2.0,,,,,1.0,7.0,0.1428571429,27,3
Candice,0.5,0.5,0.0,,,,,2.0,2.0,0.5,1.0,0.5,,,,27,3
Kat,0.1428571429,0.1428571429,0.0,,,,,2.0,,,,,1.0,7.0,0.1428571429,27,3
Laura M.,0.1428571429,0.1428571429,0.0,,,,,2.0,,,,,1.0,7.0,0.1428571429,27,3
Monica,0.0,0.1428571429,1.0,,,,,2.0,,,,,,7.0,0.0,27,3
Tina,0.1428571429,0.1428571429,0.0,,,,,2.0,,,,,1.0,7.0,0.1428571429,27,3
Brad,0.0,0.1428571429,0.0,1.0,,7.0,1.0,2.0,,,,,0.0,7.0,0.0,27,3
Caleb,0.0,0.1428571429,0.0,1.0,,7.0,1.0,2.0,,,,,0.0,7.0,0.0,27,3
Hayden,0.0,0.1428571429,0.0,1.0,,7.0,1.0,2.0,,,,,0.0,7.0,0.0,27,3
John,0.0,0.1428571429,0.0,0.0,6.0,7.0,1.0,2.0,,,,,0.0,7.0,0.0,27,3
Vytas,0.0,0.1428571429,0.0,1.0,,7.0,1.0,2.0,,,,,0.0,7.0,0.0,27,3
Ciera,0.0,0.1428571429,0.0,1.0,1.0,7.0,1.0,2.0,,,,,0.0,7.0,0.0,27,3
Katie,0.0,0.1428571429,0.0,1.0,,7.0,1.0,2.0,,,,,0.0,7.0,0.0,27,3
Laura B.,0.1428571429,0.1428571429,0.0,,,,,2.0,,,,,1.0,7.0,0.1428571429,27,3
Marissa,0.25,0.5,0.0,,,,,2.0,2.0,0.25,1.0,0.25,,,,27,3
Rachel,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,3
Aras,0.125,0.125,0.0,,,,,3.0,,,,,1.0,8.0,0.125,27,2
Colton,0.125,0.125,0.0,,,,,3.0,,,,,1.0,8.0,0.125,27,2
Gervase,0.125,0.125,0.0,,,,,3.0,,,,,1.0,8.0,0.125,27,2
Rupert,0.0,0.5,0.0,,,,,1.0,1.0,0.0,1.0,0.0,,,,27,2
Tyson,0.125,0.125,0.0,,,,,3.0,,,,,1.0,8.0,0.125,27,2
Candice,0.5,0.5,0.0,,,,,3.0,3.0,0.5,1.0,0.5,,,,27,2
Kat,0.0,0.125,1.0,,,,,3.0,,,,,,8.0,0.0,27,2
Laura M.,0.125,0.125,0.0,,,,,3.0,,,,,1.0,8.0,0.125,27,2
Monica,0.125,0.125,0.0,,,,,3.0,,,,,1.0,8.0,0.125,27,2
Tina,0.125,0.125,0.0,,,,,3.0,,,,,1.0,8.0,0.125,27,2
Brad,0.0,0.125,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,8.0,0.0,27,2
Caleb,0.0,0.125,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,8.0,0.0,27,2
Hayden,0.0,0.125,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,8.0,0.0,27,2
John,0.0,0.125,0.0,1.0,2.0,8.0,1.0,3.0,,,,,0.0,8.0,0.0,27,2
Vytas,0.0,0.125,0.0,1.0,,8.0,1.0,3.0,,,,,0.0,8.0,0.0,27,2
Ciera,0.0,0.125,0.0,0.0,1.0,8.0,1.0,3.0,,,,,0.0,8.0,0.0,27,2
Katie,0.0,0.125,0.0,0.0,,8.0,1.0,3.0,,,,,0.0,8.0,0.0,27,2
Laura B.,0.125,0.125,0.0,,,,,3.0,,,,,1.0,8.0,0.125,27,2
Marissa,0.25,0.5,0.0,,,,,3.0,3.0,0.25,1.0,0.25,,,,27,2
Rachel,0.0,0.125,0.0,0.0,5.0,8.0,1.0,3.0,,,,,0.0,8.0,0.0,27,2
Aras,0.1111111111,0.1111111111,0.0,0.0,,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Colton,0.1111111111,0.1111111111,0.0,1.0,,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Gervase,0.1111111111,0.1111111111,0.0,1.0,1.0,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Rupert,,,0.0,0.0,,10.0,1.0,3.5,3.0,,,#DIV/0!,,,,27,1
Tyson,0.1111111111,0.1111111111,0.0,0.0,,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Candice,,,0.0,0.0,6.0,10.0,1.0,3.5,3.0,,,#DIV/0!,,,,27,1
Kat,0.1111111111,0.1111111111,0.0,1.0,,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Laura M.,0.1111111111,0.1111111111,0.0,1.0,3.0,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Monica,0.1111111111,0.1111111111,0.0,1.0,,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Tina,0.1111111111,0.1111111111,0.0,1.0,,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Brad,0.0,0.1111111111,0.0,2.0,1.0,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
Caleb,0.0,0.1111111111,0.0,2.0,,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
Hayden,0.0,0.1111111111,0.0,2.0,,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
John,0.0,0.1111111111,0.0,2.0,,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
Vytas,0.0,0.1111111111,0.0,2.0,,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
Ciera,0.0,0.1111111111,0.0,2.0,,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
Katie,0.0,0.1111111111,0.0,1.0,2.0,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
Laura B.,0.1111111111,0.1111111111,0.0,0.0,6.0,10.0,1.0,3.5,,1.0,9.0,0.1111111111,,,,27,1
Marissa,0.0,0.1111111111,0.0,0.0,10.0,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
Rachel,0.0,0.1111111111,0.0,1.0,,19.0,2.0,3.5,,0.0,9.0,0,,,,27,1
Kass,1.0,2.0,0.0,1.0,1.0,7.0,2.0,2.0,,1.0,1.0,1.0,0.0,1.0,0.0,28,14
Spencer,0.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,,0.0,1.0,0.0,,,,28,14
Tony,0.0,2.0,0.0,2.0,,7.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,28,14
Woo,1.0,2.0,0.0,2.0,1.0,7.0,2.0,3.0,,0.0,1.0,0.0,1.0,1.0,1.0,28,14
Kass,0.0,2.0,0.0,1.0,1.0,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,28,13
Spencer,1.0,2.0,0.0,1.0,,5.0,1.0,3.0,,0.0,1.0,0.0,1.0,1.0,1.0,28,13
Tony,1.0,2.0,0.0,1.0,,5.0,1.0,3.0,,1.0,1.0,1.0,0.0,1.0,0.0,28,13
Trish,0.0,2.0,0.0,0.0,4.0,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,28,13
Woo,0.0,2.0,0.0,1.0,,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,28,13
