player_name,challenge_wins,challenge_appearances,sit_outs,votes_for_bootee,votes_against_player,total_votes,tribal_council_appearances,total_days,exile_days,reward_chl_win,reward_chl_teammates,reward_chl_win_perc,immun_chl_win,immun_chl_teammates,immun_chl_win_perc,season,episode
Alex Angarita,0.2857142857,0.2857142857,,1.0,,8.0,1.0,3.0,,1.0,7.0,0.1428571429,1.0,7.0,0.1428571429,14,4
Mookie Lee,0.0,0.2857142857,,,,,,3.0,,0.0,7.0,0.0,0.0,7.0,0.0,14,4
Edgardo Rivera,0.2857142857,0.2857142857,,1.0,,8.0,1.0,3.0,,1.0,7.0,0.1428571429,1.0,7.0,0.1428571429,14,4
Michelle Yi,0.0,0.2857142857,,,,,,3.0,,0.0,7.0,0.0,0.0,7.0,0.0,14,4
Lisi Linares,0.1428571429,0.2857142857,1.0,1.0,1.0,8.0,1.0,3.0,,1.0,7.0,0.1428571429,,7.0,0.0,14,4
Rocky Reid,0.0,0.2857142857,,,,,,3.0,,0.0,7.0,0.0,0.0,7.0,0.0,14,4
Anthony Robinson,0.0,0.2857142857,,,,,,3.0,,0.0,7.0,0.0,0.0,7.0,0.0,14,4
Rita Verreos,0.0,0.2857142857,,,,,,3.0,,0.0,7.0,0.0,0.0,7.0,0.0,14,4
Liliana Gomez,0.2857142857,0.2857142857,,0.0,6.0,8.0,1.0,3.0,,1.0,7.0,0.1428571429,1.0,7.0,0.1428571429,14,4
Gary Stritesky*,0.0,0.1428571429,1.0,,9.0,9.0,1.0,2.0,,,7.0,0.0,,,,14,4
Earl Cole,0.0,0.25,,1.0,1.0,8.0,1.0,2.0,1.0,0.0,8.0,0.0,0.0,8.0,0.0,14,3
Cassandra Franklin,0.2361111111,0.2361111111,,,,,,2.0,,1.0,8.0,0.125,1.0,9.0,0.1111111111,14,3
Dreamz Herd,0.2361111111,0.2361111111,,,,,,2.0,,1.0,8.0,0.125,1.0,9.0,0.1111111111,14,3
Yau-Man Chan,0.0,0.25,,1.0,,8.0,1.0,2.0,,0.0,8.0,0.0,0.0,8.0,0.0,14,3
Boo Bernis,0.2361111111,0.2361111111,,,,,,2.0,,1.0,8.0,0.125,1.0,9.0,0.1111111111,14,3
Stacy Kimball,0.2361111111,0.2361111111,,,,,,2.0,,1.0,8.0,0.125,1.0,9.0,0.1111111111,14,3
Alex Angarita,0.2361111111,0.2361111111,,,,,,2.0,,1.0,8.0,0.125,1.0,9.0,0.1111111111,14,3
Mookie Lee,0.0,0.25,,0.0,,8.0,1.0,2.0,,0.0,8.0,0.0,0.0,8.0,0.0,14,3
Edgardo Rivera,0.2361111111,0.2361111111,,,,,,2.0,,1.0,8.0,0.125,1.0,9.0,0.1111111111,14,3
Michelle Yi,0.0,0.25,,1.0,,8.0,1.0,2.0,,0.0,8.0,0.0,0.0,8.0,0.0,14,3
Lisi Linares,0.1111111111,0.2361111111,1.0,,,,,2.0,,,8.0,0.0,1.0,9.0,0.1111111111,14,3
Rocky Reid,0.0,0.25,,0.0,,8.0,1.0,2.0,,0.0,8.0,0.0,0.0,8.0,0.0,14,3
Anthony Robinson,0.0,0.25,,1.0,3.0,8.0,1.0,2.0,,0.0,8.0,0.0,0.0,8.0,0.0,14,3
Rita Verreos,0.0,0.25,,0.0,,8.0,1.0,2.0,,0.0,8.0,0.0,0.0,8.0,0.0,14,3
Liliana Gomez,0.2361111111,0.2361111111,,,,,,2.0,,1.0,8.0,0.125,1.0,9.0,0.1111111111,14,3
Gary Stritesky*,0.2361111111,0.2361111111,,,,,,2.0,,1.0,8.0,0.125,1.0,9.0,0.1111111111,14,3
Sylvia Kwan,0.0,0.25,,0.0,4.0,8.0,1.0,2.0,1.0,0.0,8.0,0.0,0.0,8.0,0.0,14,3
Earl Cole,0.0,0.1111111111,,,,,,3.0,,0.0,9.0,0.0,,,,14,2
Cassandra Franklin,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Dreamz Herd,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Yau-Man Chan,0.0,0.1111111111,,1.0,,8.0,1.0,3.0,,0.0,9.0,0.0,,,,14,2
Boo Bernis,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Stacy Kimball,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Alex Angarita,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Mookie Lee,0.0,0.1111111111,,1.0,,8.0,1.0,3.0,,0.0,9.0,0.0,,,,14,2
Edgardo Rivera,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Michelle Yi,0.0,0.1111111111,,1.0,,8.0,1.0,3.0,,0.0,9.0,0.0,,,,14,2
Lisi Linares,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Rocky Reid,0.0,0.1111111111,,1.0,,8.0,1.0,3.0,,0.0,9.0,0.0,,,,14,2
Anthony Robinson,0.0,0.1111111111,,0.0,,8.0,1.0,3.0,,0.0,9.0,0.0,,,,14,2
Rita Verreos,0.0,0.1111111111,,1.0,,8.0,1.0,3.0,,0.0,9.0,0.0,,,,14,2
Liliana Gomez,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Gary Stritesky*,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,2
Sylvia Kwan,0.0,0.1111111111,,1.0,2.0,8.0,1.0,3.0,1.0,0.0,9.0,0.0,,,,14,2
Erica Durousseau,0.0,0.1111111111,,0.0,6.0,8.0,1.0,3.0,,0.0,9.0,0.0,,,,14,2
Earl Cole,0.0,0.1111111111,,1.0,,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Cassandra Franklin,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Dreamz Herd,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Yau-Man Chan,0.0,0.1111111111,,1.0,1.0,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Boo Bernis,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Stacy Kimball,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Alex Angarita,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Mookie Lee,0.0,0.1111111111,,1.0,1.0,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Edgardo Rivera,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Michelle Yi,0.0,0.1111111111,,1.0,,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Lisi Linares,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Rocky Reid,0.0,0.1111111111,,0.0,,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Anthony Robinson,0.0,0.1111111111,,1.0,,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Rita Verreos,0.0,0.1111111111,,1.0,1.0,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Liliana Gomez,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Gary Stritesky*,0.1111111111,0.1111111111,,,,,,3.0,,1.0,9.0,0.1111111111,,,,14,1
Sylvia Kwan,,0.0,,,,,,3.0,1.0,,,,,,,14,1
Erica Durousseau,0.0,0.1111111111,,0.0,,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Jessica DeBen,0.0,0.1111111111,,0.0,6.0,9.0,1.0,3.0,,0.0,9.0,0.0,,,,14,1
Todd,0.0,2.0,,1.0,1.0,4.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,13
Courtney,0.0,2.0,,1.0,,4.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,13
Amanda,2.0,2.0,,1.0,,4.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,15,13
Denise,0.0,2.0,,0.0,3.0,4.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,13
Todd,0.0,2.0,,1.0,1.0,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,12
Courtney,0.0,2.0,,1.0,,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,12
Amanda,1.0,2.0,,1.0,,5.0,1.0,3.0,,0.0,1.0,0.0,1.0,1.0,1.0,15,12
Denise,1.0,2.0,,1.0,,5.0,1.0,3.0,,1.0,1.0,1.0,0.0,1.0,0.0,15,12
Peih-Gee,0.0,2.0,,0.0,4.0,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,12
Todd,0.0,2.0,,1.0,2.0,6.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,11
Courtney,0.0,2.0,,1.0,,6.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,11
Amanda,0.0,2.0,,1.0,,6.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,11
Denise,1.0,2.0,,1.0,,6.0,1.0,3.0,,1.0,1.0,1.0,0.0,1.0,0.0,15,11
Peih-Gee,1.0,2.0,,0.0,,6.0,1.0,3.0,,0.0,1.0,0.0,1.0,1.0,1.0,15,11
Erik,0.0,2.0,,0.0,4.0,6.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,11
Todd,0.0,2.0,,1.0,1.0,7.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,10
Courtney,0.0,2.0,,1.0,,7.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,10
Amanda,0.0,2.0,,1.0,,7.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,10
Denise,0.0,2.0,,1.0,,7.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,10
Peih-Gee,1.0,2.0,,0.0,1.0,7.0,1.0,3.0,,1.0,1.0,1.0,0.0,1.0,0.0,15,10
Erik,1.0,2.0,,1.0,,7.0,1.0,3.0,,0.0,1.0,0.0,1.0,1.0,1.0,15,10
James,0.0,2.0,,0.0,5.0,7.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,15,10
Todd,0.0,1.25,,1.0,,8.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,15,9
Courtney,0.25,1.25,,1.0,,8.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,15,9
Amanda,0.25,1.25,,1.0,,8.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,15,9
Denise,0.0,1.25,,1.0,,8.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,15,9
Peih-Gee,1.0,1.25,,1.0,,8.0,1.0,3.0,,0.0,4.0,0.0,1.0,1.0,1.0,15,9
Erik,0.25,1.25,,1.0,1.0,8.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,15,9
James,0.0,1.25,,1.0,,8.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,15,9
Frosti,0.25,1.25,,0.0,7.0,8.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,15,9
Todd,0.25,1.25,,1.0,,9.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,15,8
Courtney,1.0,1.25,,1.0,,9.0,1.0,3.0,,0.0,4.0,0.0,1.0,1.0,1.0,15,8
Amanda,0.25,1.25,,1.0,,9.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,15,8
Denise,0.0,1.25,1.0,0.0,,9.0,1.0,3.0,,,4.0,0.0,0.0,1.0,0.0,15,8
Peih-Gee,0.0,1.25,,0.0,1.0,9.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,15,8
Erik,0.0,1.25,,0.0,,9.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,15,8
James,0.25,1.25,,1.0,3.0,9.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,15,8
Frosti,0.0,1.25,,1.0,,9.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,15,8
Jean-Robert,0.25,1.25,,0.0,5.0,9.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,15,8
Todd,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
Courtney,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
Amanda,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
Denise,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
Peih-Gee,0.0,1.0,,0.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
Erik,0.0,1.0,,0.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
James,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
Frosti,1.0,1.0,,1.0,,10.0,1.0,3.0,,1.0,1.0,1.0,,,,15,7
Jean-Robert,0.0,1.0,,1.0,3.0,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
Jaime,0.0,1.0,,0.0,7.0,10.0,1.0,3.0,,0.0,1.0,0.0,,,,15,7
Todd,0.25,0.5,1.0,1.0,,7.0,1.0,3.0,,1.0,4.0,0.25,,4.0,0.0,15,6
Courtney,0.0,0.5,1.0,0.0,,7.0,1.0,3.0,,,4.0,0.0,0.0,4.0,0.0,15,6
Amanda,0.0,0.5,1.0,1.0,,7.0,1.0,3.0,,,4.0,0.0,0.0,4.0,0.0,15,6
Denise,0.0,0.5,1.0,1.0,,7.0,1.0,3.0,,,4.0,0.0,0.0,4.0,0.0,15,6
Peih-Gee,0.25,0.5,,,,,,3.0,,0.0,4.0,0.0,1.0,4.0,0.25,15,6
Erik,0.25,0.5,,,,,,3.0,,0.0,4.0,0.0,1.0,4.0,0.25,15,6
James,0.25,0.5,,,,,,3.0,,0.0,4.0,0.0,1.0,4.0,0.25,15,6
Frosti,0.25,0.5,,1.0,,7.0,1.0,3.0,,1.0,4.0,0.25,0.0,4.0,0.0,15,6
Jean-Robert,0.25,0.5,1.0,1.0,2.0,7.0,1.0,3.0,,1.0,4.0,0.25,,4.0,0.0,15,6
Jaime,0.25,0.5,,,,,,3.0,,0.0,4.0,0.0,1.0,4.0,0.25,15,6
Sherea,0.25,0.5,1.0,0.0,5.0,7.0,1.0,3.0,,1.0,4.0,0.25,,4.0,0.0,15,6
Todd,0.2,0.2,,,,,,3.0,,1.0,5.0,0.2,,,,15,5
Courtney,0.0,0.2,1.0,,,,,3.0,,,5.0,0.0,,,,15,5
Amanda,0.0,0.2,1.0,,,,,3.0,,,5.0,0.0,,,,15,5
Denise,0.2,0.2,,,,,,3.0,,1.0,5.0,0.2,,,,15,5
Peih-Gee,0.0,0.2,,1.0,1.0,5.0,1.0,3.0,,0.0,5.0,0.0,,,,15,5
Erik,0.0,0.2,,1.0,,5.0,1.0,3.0,,0.0,5.0,0.0,,,,15,5
James,0.0,0.2,,0.0,1.0,5.0,1.0,3.0,,0.0,5.0,0.0,,,,15,5
Frosti,0.2,0.2,,,,,,3.0,,1.0,5.0,0.2,,,,15,5
Jean-Robert,0.2,0.2,,,,,,3.0,,1.0,5.0,0.2,,,,15,5
Jaime,0.0,0.2,,1.0,,5.0,1.0,3.0,,0.0,5.0,0.0,,,,15,5
Sherea,0.2,0.2,,,,,,3.0,,1.0,5.0,0.2,,,,15,5
Aaron,0.0,0.2,,0.0,3.0,5.0,1.0,3.0,,0.0,5.0,0.0,,,,15,5
Todd,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,4
Courtney,0.1666666667,0.3333333333,1.0,,,,,3.0,,,6.0,0.0,1.0,6.0,0.1666666667,15,4
Amanda,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,4
Denise,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,4
Peih-Gee,0.0,0.3333333333,,1.0,,6.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,4
Erik,0.0,0.3333333333,,1.0,,6.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,4
James,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,4
Frosti,0.0,0.3333333333,,1.0,,6.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,4
Jean-Robert,0.1666666667,0.3333333333,1.0,,,,,3.0,,1.0,6.0,0.1666666667,,6.0,0.0,15,4
Jaime,0.0,0.3333333333,,1.0,,6.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,4
Sherea,0.0,0.3333333333,,1.0,1.0,6.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,4
Aaron,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,4
Dave,0.0,0.3333333333,,0.0,5.0,6.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,4
Todd,0.0,0.3333333333,1.0,1.0,,8.0,1.0,3.0,,,6.0,0.0,0.0,6.0,0.0,15,3
Courtney,0.0,0.3333333333,1.0,0.0,,8.0,1.0,3.0,,,6.0,0.0,0.0,6.0,0.0,15,3
Amanda,0.0,0.3333333333,,1.0,,8.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,3
Denise,0.0,0.3333333333,1.0,1.0,,8.0,1.0,3.0,,0.0,6.0,0.0,,6.0,0.0,15,3
Peih-Gee,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,3
Erik,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,3
James,0.0,0.3333333333,,1.0,,8.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,3
Frosti,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,3
Jean-Robert,0.0,0.3333333333,,1.0,2.0,8.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,3
Jaime,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,3
Sherea,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,3
Aaron,0.0,0.3333333333,,1.0,,8.0,1.0,3.0,,0.0,6.0,0.0,0.0,6.0,0.0,15,3
Dave,0.3333333333,0.3333333333,,,,,,3.0,,1.0,6.0,0.1666666667,1.0,6.0,0.1666666667,15,3
Leslie,0.0,0.3333333333,1.0,0.0,6.0,8.0,1.0,3.0,,0.0,6.0,0.0,,6.0,0.0,15,3
Todd,0.1666666667,0.3095238095,1.0,,,,,3.0,,,7.0,0.0,1.0,6.0,0.1666666667,15,2
Courtney,0.1428571429,0.3095238095,1.0,,,,,3.0,,1.0,7.0,0.1428571429,,6.0,0.0,15,2
Amanda,0.3095238095,0.3095238095,,,,,,3.0,,1.0,7.0,0.1428571429,1.0,6.0,0.1666666667,15,2
Denise,0.3095238095,0.3095238095,,,,,,3.0,,1.0,7.0,0.1428571429,1.0,6.0,0.1666666667,15,2
Peih-Gee,0.0,0.3095238095,,1.0,,7.0,1.0,3.0,,0.0,7.0,0.0,0.0,6.0,0.0,15,2
Erik,0.0,0.3095238095,,1.0,,7.0,1.0,3.0,,0.0,7.0,0.0,0.0,6.0,0.0,15,2
James,0.3095238095,0.3095238095,,,,,,3.0,,1.0,7.0,0.1428571429,1.0,6.0,0.1666666667,15,2
Frosti,0.0,0.3095238095,,1.0,,7.0,1.0,3.0,,0.0,7.0,0.0,0.0,6.0,0.0,15,2
Jean-Robert,0.3095238095,0.3095238095,,,,,,3.0,,1.0,7.0,0.1428571429,1.0,6.0,0.1666666667,15,2
Jaime,0.0,0.3095238095,1.0,1.0,,7.0,1.0,3.0,,0.0,7.0,0.0,,6.0,0.0,15,2
Sherea,0.0,0.3095238095,,1.0,,7.0,1.0,3.0,,0.0,7.0,0.0,0.0,6.0,0.0,15,2
Aaron,0.3095238095,0.3095238095,,,,,,3.0,,1.0,7.0,0.1428571429,1.0,6.0,0.1666666667,15,2
Dave,0.0,0.3095238095,,1.0,1.0,7.0,1.0,3.0,,0.0,7.0,0.0,0.0,6.0,0.0,15,2
Leslie,0.1428571429,0.3095238095,1.0,,,,,3.0,,1.0,7.0,0.1428571429,,6.0,0.0,15,2
Ashley,0.0,0.3095238095,,0.0,6.0,7.0,1.0,3.0,,0.0,7.0,0.0,0.0,6.0,0.0,15,2
Todd,0.125,0.125,,,,,,3.0,,1.0,8.0,0.125,,,,15,1
Courtney,0.125,0.125,,,,,,3.0,,1.0,8.0,0.125,,,,15,1
Amanda,0.125,0.125,,,,,,3.0,,1.0,8.0,0.125,,,,15,1
Denise,0.125,0.125,,,,,,3.0,,1.0,8.0,0.125,,,,15,1
Peih-Gee,0.0,0.125,,1.0,1.0,8.0,1.0,3.0,,0.0,8.0,0.0,,,,15,1
Erik,0.0,0.125,,1.0,,8.0,1.0,3.0,,0.0,8.0,0.0,,,,15,1
James,0.125,0.125,,,,,,3.0,,1.0,8.0,0.125,,,,15,1
Frosti,0.0,0.125,,1.0,,8.0,1.0,3.0,,0.0,8.0,0.0,,,,15,1
Jean-Robert,0.125,0.125,,,,,,3.0,,1.0,8.0,0.125,,,,15,1
Jaime,0.0,0.125,,1.0,,8.0,1.0,3.0,,0.0,8.0,0.0,,,,15,1
Sherea,0.0,0.125,,1.0,,8.0,1.0,3.0,,0.0,8.0,0.0,,,,15,1
Aaron,0.125,0.125,,,,,,3.0,,1.0,8.0,0.125,,,,15,1
Dave,0.0,0.125,,0.0,,8.0,1.0,3.0,,0.0,8.0,0.0,,,,15,1
Leslie,0.125,0.125,,,,,,3.0,,1.0,8.0,0.125,,,,15,1
Ashley,0.0,0.125,,0.0,2.0,8.0,1.0,3.0,,0.0,8.0,0.0,,,,15,1
Chicken,0.0,0.125,,0.0,5.0,8.0,1.0,3.0,,0.0,8.0,0.0,,,,15,1
Parvati,0.0,2.0,,2.0,0.0,7.0,2.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,14
Amanda,2.0,2.0,,2.0,0.0,7.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,16,14
Cirie,0.0,2.0,,1.0,2.0,7.0,2.0,2.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,14
Natalie,0.0,2.0,,0.0,3.0,4.0,1.0,1.0,,0.0,1.0,0.0,,,,16,14
Parvati,0.0,2.0,,1.0,1.0,5.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,16,13
Amanda,0.0,2.0,,1.0,,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,13
Cirie,0.0,2.0,,1.0,,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,13
Natalie,0.0,2.0,,1.0,,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,13
Erik,2.0,2.0,,0.0,4.0,5.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,16,13
Parvati,0.0,2.0,,1.0,,2.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,12
Amanda,0.0,2.0,,1.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,16,12
Cirie,0.0,2.0,,0.0,,2.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,12
Natalie,0.0,2.0,,0.0,,2.0,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,12
Erik,1.0,2.0,,0.0,,2.0,1.0,3.0,,0.0,1.0,0.0,1.0,1.0,1.0,16,12
Alexis,1.0,2.0,,0.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,0.0,1.0,0.0,16,12
James,0.0,1.0,,,7.0,7.0,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,16,12
Parvati,0.0,1.0,,1.0,1.0,8.0,1.0,3.0,,0.0,1.0,0.0,,,,16,11
Amanda,0.0,1.0,,1.0,,8.0,1.0,3.0,,0.0,1.0,0.0,,,,16,11
Cirie,0.0,1.0,,1.0,,8.0,1.0,3.0,,0.0,1.0,0.0,,,,16,11
Natalie,0.0,1.0,,0.0,,8.0,1.0,3.0,,0.0,1.0,0.0,,,,16,11
Erik,1.0,1.0,,1.0,,8.0,1.0,3.0,,1.0,1.0,1.0,,,,16,11
Alexis,0.0,1.0,,0.0,,8.0,1.0,3.0,,0.0,1.0,0.0,,,,16,11
James,0.0,1.0,,0.0,3.0,8.0,1.0,3.0,,0.0,1.0,0.0,,,,16,11
Jason,0.0,1.0,,0.0,4.0,8.0,1.0,3.0,2.0,0.0,1.0,0.0,,,,16,11
Parvati,1.0,1.25,,1.0,,9.0,1.0,3.0,,0.0,4.0,0.0,1.0,1.0,1.0,16,10
Amanda,0.25,1.25,,0.0,,9.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,16,10
Cirie,0.0,1.0,1.0,1.0,,9.0,1.0,3.0,2.0,,,,0.0,1.0,0.0,16,10
Natalie,0.0,1.25,,1.0,,9.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,16,10
Erik,0.25,1.25,,0.0,,9.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,16,10
Alexis,0.0,1.25,,1.0,,9.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,16,10
James,0.0,1.25,,0.0,,9.0,1.0,3.0,,0.0,4.0,0.0,0.0,1.0,0.0,16,10
Jason,0.25,1.25,,1.0,4.0,9.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,16,10
Ozzy,0.25,1.25,,0.0,5.0,9.0,1.0,3.0,,1.0,4.0,0.25,0.0,1.0,0.0,16,10
Parvati,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
Amanda,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
Cirie,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
Natalie,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
Erik,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
Alexis,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
James,0.0,1.0,,1.0,,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
Jason,1.0,1.0,,0.0,,10.0,1.0,3.0,,1.0,1.0,1.0,,,,16,9
Ozzy,0.0,1.0,,1.0,2.0,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
Eliza,0.0,1.0,,0.0,8.0,10.0,1.0,3.0,,0.0,1.0,0.0,,,,16,9
Parvati,0.0,0.25,1.0,,,,,1.0,,,4.0,0.0,,,,16,8
Amanda,0.0,0.25,,1.0,,5.0,1.0,1.0,,0.0,4.0,0.0,,,,16,8
