episode,voted_off_next,total_days,exile_days,votes_for_bootee,votes_against_player,total_votes,tribal_council_appearances,challenge_wins,challenge_appearances,sit_outs,reward_chl_win,reward_chl_teammates,reward_chl_win_perc,immun_chl_win,immun_chl_teammates,immun_chl_win_perc,cumsum_total_days,cumsum_exile_days,cumsum_votes_for_bootee,cumsum_votes_against_player,cumsum_total_votes,cumsum_tribal_council_appearances,cumsum_challenge_wins,cumsum_challenge_appearances,cumsum_sit_outs,cumsum_reward_chl_win,cumsum_reward_chl_teammates,cumsum_reward_chl_win_perc,cumsum_immun_chl_win,cumsum_immun_chl_teammates,cumsum_immun_chl_win_perc
21,1,18.0,0.0,0.0,5.0,21.0,3.0,0.944047619,1.6773809523,1.0,4.0,37.0,0.6345238096,2.0,24.0,0.30952380960000003,63.0,0.0,0.0,5.0,52.0,7.0,3.3785714284,5.3119047616,1.0,15.0,140.0,2.1642857146,8.0,82.0,1.2142857146000001
28,1,21.0,0.0,3.0,10.0,26.0,4.0,0.43452380960000003,1.8773809523,3.0,2.0,42.0,0.2678571429,1.0,24.0,0.1666666667,84.0,0.0,10.0,27.0,78.0,11.0,2.3988095242000003,7.1892857139,12.0,13.0,182.0,1.7321428574,4.0,106.0,0.6666666668
15,1,15.0,0.0,0.0,5.0,15.0,2.0,0.43452380960000003,1.2773809523,2.0,2.0,32.0,0.29166666669999997,1.0,19.0,0.1428571429,45.0,0.0,0.0,5.0,31.0,4.0,1.529761905,3.6345238093,6.0,7.0,103.0,0.9583333333999999,4.0,58.0,0.5714285716
3,1,6.0,0.0,1.0,5.0,15.0,2.0,0.0,0.4107142857,0.0,0.0,15.0,0.0,0.0,7.0,0.0,9.0,0.0,2.0,5.0,23.0,3.0,0.0,0.5357142857,0.0,0.0,23.0,0.0,0.0,7.0,0.0
66,1,33.0,0.0,6.0,3.0,42.0,6.0,2.1833333333000002,8.1273809523,0.0,4.0,49.0,0.8166666667,3.0,27.0,1.3666666667,198.0,0.0,35.0,9.0,250.0,35.0,8.5999999997,27.6988095231,0.0,25.0,372.0,4.9000000003,16.0,208.0,3.7000000003
55,1,30.0,0.0,5.0,6.0,55.0,7.0,1.9761904762,7.9297619044,0.0,3.0,37.0,1.5,3.0,35.0,0.4761904763,165.0,0.0,27.0,8.0,256.0,33.0,7.6190476193,27.4404761892,0.0,12.0,277.0,4.166666666799999,22.0,232.0,3.4523809532
78,1,36.0,0.0,7.0,2.0,66.0,9.0,0.8761904762,10.9297619044,0.0,2.0,39.0,0.36666666670000003,3.0,36.0,0.5095238096,234.0,0.0,43.0,16.0,389.0,51.0,7.3714285716,44.299999998,0.0,16.0,354.0,2.9000000003000004,27.0,300.0,4.4714285722
66,1,33.0,0.0,4.0,9.0,61.0,8.0,0.8107142857,8.9297619044,1.0,3.0,38.0,0.4678571429,2.0,35.0,0.3428571429,198.0,0.0,19.0,37.0,308.0,40.0,6.346428571300001,33.370238093599994,10.0,26.0,315.0,3.8607142861000003,15.0,264.0,2.4857142861000003
6,1,9.0,0.0,0.0,7.0,15.0,2.0,0.1428571429,0.6964285714,0.0,0.0,22.0,0.0,1.0,14.0,0.1428571429,18.0,0.0,0.0,9.0,31.0,4.0,0.2857142858,1.2321428571,0.0,0.0,45.0,0.0,2.0,21.0,0.2857142858
36,1,24.0,0.0,2.0,8.0,40.0,5.0,2.2095238092,4.9297619044,0.0,3.0,36.0,0.7,4.0,33.0,1.5095238096,108.0,0.0,10.0,8.0,159.0,21.0,5.199999999799999,12.5809523804,0.0,9.0,203.0,1.7666666668,16.0,163.0,3.4333333338000003
45,1,27.0,0.0,5.0,6.0,48.0,6.0,2.0535714286,6.9297619044,1.0,4.0,37.0,0.7440476191000001,3.0,34.0,1.3095238096,135.0,0.0,23.0,6.0,186.0,24.0,8.7678571432,19.510714284800002,4.0,26.0,240.0,3.9345238101,15.0,197.0,4.8333333338
78,1,36.0,0.0,7.0,3.0,66.0,9.0,0.9535714286000001,10.9297619044,0.0,4.0,39.0,0.6107142858000001,2.0,36.0,0.3428571429,234.0,0.0,45.0,3.0,374.0,49.0,8.7285714289,44.299999998,0.0,40.0,354.0,5.9000000009,17.0,300.0,2.828571429
3,1,6.0,0.0,0.0,5.0,8.0,1.0,0.2678571429,0.4107142857,0.0,2.0,15.0,0.2678571429,0.0,7.0,0.0,9.0,0.0,0.0,5.0,8.0,1.0,0.3928571429,0.5357142857,0.0,3.0,23.0,0.3928571429,0.0,7.0,0.0
15,1,15.0,0.0,1.0,5.0,21.0,3.0,0.5535714286,1.1964285714,0.0,3.0,28.0,0.4107142858,1.0,26.0,0.1428571429,45.0,0.0,4.0,8.0,52.0,7.0,2.0535714286999998,3.4583333331999997,0.0,12.0,101.0,1.6250000003,3.0,67.0,0.42857142870000003
78,0,36.0,0.0,7.0,3.0,66.0,9.0,2.7202380953,10.9297619044,2.0,3.0,39.0,0.4107142858,3.0,36.0,1.3095238096,234.0,0.0,44.0,15.0,368.0,48.0,14.2619047625,44.299999998,16.0,33.0,354.0,4.5000000009,20.0,300.0,4.7619047626
10,1,12.0,0.0,0.0,4.0,15.0,2.0,0.5535714286,1.0297619047,0.0,3.0,28.0,0.4107142858,1.0,20.0,0.1428571429,30.0,0.0,0.0,4.0,31.0,4.0,1.5000000001,2.2619047618,0.0,9.0,73.0,1.2142857145000001,2.0,41.0,0.2857142858
78,0,36.0,0.0,8.0,6.0,66.0,9.0,4.6428571429000005,10.9297619044,0.0,3.0,39.0,2.1666666667000003,5.0,36.0,2.4761904763,234.0,0.0,38.0,28.0,383.0,50.0,13.9047619052,44.299999998,0.0,12.0,354.0,4.5000000003,33.0,300.0,9.404761905800001
78,0,36.0,0.0,9.0,2.0,66.0,9.0,1.6428571429,10.9297619044,0.0,1.0,39.0,0.1666666667,4.0,36.0,1.4761904763,234.0,0.0,50.0,2.0,383.0,50.0,8.9047619052,44.299999998,0.0,9.0,354.0,1.5000000003,31.0,300.0,7.4047619058
28,1,21.0,0.0,3.0,11.0,31.0,4.0,0.8761904762,2.5964285714,0.0,2.0,33.0,0.36666666670000003,3.0,32.0,0.5095238096,84.0,0.0,15.0,33.0,119.0,16.0,2.9904761906,7.651190476,0.0,6.0,167.0,1.0666666668,12.0,130.0,1.9238095242000002
1,0,3.0,0.0,0.0,4.0,8.0,1.0,0.0,0.125,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,1.0,0.0,0.125,0.0,0.0,8.0,0.0,0.0,0.0,0.0
21,1,18.0,0.0,1.0,6.0,21.0,3.0,0.7202380953,1.5964285714000002,2.0,3.0,33.0,0.4107142858,2.0,31.0,0.30952380960000003,63.0,0.0,5.0,10.0,67.0,9.0,2.9404761907,5.0547619046,8.0,15.0,134.0,2.0357142861,6.0,98.0,0.9047619050000001
36,1,21.0,0.0,3.0,6.0,31.0,4.0,0.7666666666999999,3.1107142857000003,0.0,1.0,43.0,0.1666666667,3.0,28.0,0.6000000000000001,103.0,0.0,21.0,6.0,159.0,22.0,3.0666666667999998,11.066666666500002,0.0,4.0,224.0,0.6666666668,12.0,145.0,2.4000000000000004
67,1,27.0,0.0,5.0,7.0,47.0,6.0,3.4440476191,9.1437142857,2.0,7.0,40.0,2.3011904763,2.0,22.0,1.1428571429,148.0,0.0,15.0,39.0,179.0,22.0,17.0547619051,33.1210952379,15.0,48.0,282.0,12.7690476199,12.0,156.0,4.2857142861
78,1,33.0,0.0,7.0,7.0,65.0,9.0,0.8011904762,9.8865714285,2.0,4.0,50.0,0.6345238096,1.0,34.0,0.1666666667,217.0,0.0,41.0,26.0,321.0,45.0,7.804761904899999,40.8853809517,20.0,40.0,411.0,6.1380952389,10.0,283.0,1.6666666669999999
78,0,33.0,0.0,6.0,3.0,61.0,8.0,3.0999999996999996,9.9437142857,0.0,2.0,50.0,0.5,5.0,32.0,2.6,217.0,0.0,41.0,16.0,363.0,48.0,9.466666666599998,41.342523809300005,0.0,9.0,411.0,1.6666666668999999,27.0,267.0,7.800000000000001
78,0,33.0,0.0,8.0,6.0,65.0,9.0,2.1107142857000003,9.8865714285,2.0,5.0,50.0,1.8011904762,2.0,34.0,0.30952380960000003,217.0,0.0,38.0,29.0,321.0,45.0,10.442857143000001,40.8853809517,17.0,35.0,411.0,7.2047619052,21.0,283.0,3.2380952389
63,1,24.0,0.0,6.0,7.0,61.0,8.0,1.0,8.7437142857,0.0,3.0,35.0,1.0,0.0,17.0,0.0,118.0,0.0,24.0,37.0,300.0,39.0,2.8333333334999997,29.5770476189,0.0,10.0,226.0,2.8333333334999997,0.0,108.0,0.0
22,1,16.0,0.0,0.0,6.0,14.0,2.0,0.7440476191000001,1.6202380952,2.0,3.0,38.0,0.43452380960000003,2.0,25.0,0.30952380960000003,61.0,0.0,0.0,12.0,35.0,5.0,3.011904762,5.497619047400001,7.0,12.0,140.0,1.6309523812000002,9.0,88.0,1.3809523813000002
8,0,4.0,0.0,0.0,7.0,8.0,1.0,0.1666666667,0.29166666669999997,0.0,1.0,14.0,0.1666666667,0.0,0.0,0.0,7.0,0.0,0.0,14.0,16.0,2.0,0.1666666667,0.41666666669999997,0.0,1.0,22.0,0.1666666667,0.0,0.0,0.0
28,1,19.0,0.0,3.0,7.0,26.0,4.0,0.7666666666999999,2.1107142857,0.0,1.0,42.0,0.1666666667,3.0,28.0,0.6000000000000001,82.0,0.0,18.0,17.0,133.0,19.0,2.3000000001,7.9559523808,0.0,3.0,181.0,0.5000000001,9.0,117.0,1.8000000000000003
55,1,27.0,0.0,5.0,7.0,45.0,6.0,3.3107142857,6.5535714285,1.0,7.0,46.0,2.0011904763,3.0,32.0,1.3095238096,154.0,0.0,20.0,15.0,148.0,21.0,13.8880952379,22.445238094700002,7.0,47.0,314.0,9.2690476199,19.0,216.0,4.6190476197
45,1,24.0,0.0,3.0,8.0,40.0,5.0,0.7666666666999999,5.1107142857,0.0,1.0,44.0,0.1666666667,3.0,29.0,0.6000000000000001,127.0,0.0,24.0,8.0,199.0,27.0,3.8333333334999997,16.1773809522,0.0,5.0,268.0,0.8333333334999999,15.0,174.0,3.0000000000000004
10,1,7.0,0.0,1.0,6.0,15.0,2.0,0.1666666667,0.5773809524,0.0,1.0,21.0,0.1666666667,0.0,7.0,0.0,16.0,0.0,3.0,13.0,38.0,5.0,0.1666666667,1.1130952381,0.0,1.0,44.0,0.1666666667,0.0,14.0,0.0
78,0,33.0,0.0,7.0,0.0,65.0,9.0,1.0011904762000001,9.8865714285,2.0,4.0,50.0,0.6916666667,2.0,34.0,0.30952380960000003,217.0,0.0,41.0,0.0,321.0,45.0,9.6047619049,40.8853809517,18.0,38.0,411.0,6.366666667,21.0,283.0,3.2380952389
28,1,19.0,0.0,3.0,5.0,25.0,4.0,0.944047619,2.0535714285,1.0,4.0,42.0,0.6345238096,2.0,30.0,0.30952380960000003,82.0,0.0,9.0,7.0,66.0,10.0,4.6559523807000005,7.7845238092,4.0,20.0,181.0,2.9654761909,11.0,123.0,1.6904761909000001
66,1,30.0,0.0,5.0,5.0,55.0,7.0,0.7666666666999999,8.6107142857,0.0,1.0,47.0,0.1666666667,3.0,31.0,0.6000000000000001,184.0,0.0,35.0,5.0,302.0,40.0,5.3666666669,31.3988095236,0.0,7.0,361.0,1.1666666668999999,21.0,235.0,4.200000000000001
28,1,19.0,0.0,2.0,4.0,20.0,3.0,1.1440476191,2.0202380952,2.0,6.0,43.0,1.0011904763000001,1.0,30.0,0.1428571429,82.0,0.0,7.0,8.0,61.0,9.0,4.7892857144,7.7511904759,9.0,25.0,182.0,3.9321428576,6.0,123.0,0.8571428574000001
78,1,30.0,0.0,3.0,7.0,30.0,4.0,1.667857143,7.8095238097,2.0,7.5,53.0,1.5250000001,1.0,24.0,0.1428571429,212.0,0.0,14.0,15.0,104.0,15.0,11.3595238108,31.176190477699997,16.0,52.0,390.0,10.216666667599998,8.0,178.0,1.1428571432
91,0,33.0,0.0,6.0,6.0,41.0,6.0,1.7011904762999999,8.8095238097,2.0,5.5,53.0,1.1583333333999999,3.0,25.0,0.5428571429,245.0,0.0,25.0,20.0,165.0,25.0,13.794047620099999,39.9857142874,21.0,43.5,443.0,8.908333334,27.0,203.0,4.8857142861
91,1,33.0,0.0,5.0,0.0,36.0,5.0,2.242857143,7.8095238097,4.0,4.0,53.0,0.7000000001,4.0,24.0,1.5428571429,245.0,0.0,20.0,0.0,140.0,20.0,12.0523809538,36.9857142874,37.0,36.0,443.0,6.1666666676999995,28.0,200.0,5.8857142861
91,0,33.0,0.0,5.0,0.0,36.0,5.0,4.067857143,8.8095238097,0.0,7.5,53.0,1.5250000001,5.0,25.0,2.5428571429,245.0,0.0,20.0,0.0,140.0,20.0,23.6273809538,39.9857142874,0.0,59.5,443.0,11.741666667699999,34.0,203.0,11.8857142861
28,1,19.0,0.0,1.0,4.0,12.0,2.0,0.80833333336,1.9595238096999998,1.0,3.0,37.0,0.5833333333599999,1.0,16.0,0.225,82.0,0.0,3.0,6.0,26.0,4.0,3.1833333333600002,8.0785714292,4.0,11.0,148.0,2.0833333333599997,5.0,67.0,1.1
36,1,21.0,0.0,2.0,6.0,28.0,5.0,0.7416666667,2.442857143,0.0,2.5,40.0,0.49166666670000003,1.0,21.0,0.25,103.0,0.0,11.0,18.0,126.0,22.0,3.7750000001,10.9380952387,0.0,12.5,178.0,2.5250000001000004,5.0,88.0,1.25
91,0,33.0,0.0,6.0,2.0,41.0,6.0,1.4845238096,7.8928571430000005,0.0,4.5,51.0,0.8916666667,3.0,24.0,0.5928571429,245.0,0.0,35.0,26.0,218.0,35.0,12.002380953,37.9023809537,0.0,35.0,421.0,7.0166666669,25.0,200.0,4.9857142861
6,1,9.0,0.0,0.0,6.0,6.0,1.0,0.26666666666,0.7333333334,1.0,1.0,17.0,0.16666666666,0.5,5.0,0.1,18.0,0.0,0.0,6.0,6.0,1.0,0.53333333332,1.4666666668,2.0,2.0,34.0,0.33333333332,1.0,10.0,0.2
45,1,24.0,0.0,5.0,7.0,33.0,6.0,0.7416666667,2.642857143,0.0,2.5,45.0,0.49166666670000003,1.0,21.0,0.25,127.0,0.0,27.0,12.0,159.0,28.0,4.5166666668,13.5809523817,0.0,15.0,223.0,3.0166666668,6.0,109.0,1.5
66,1,28.0,0.0,3.0,6.0,34.0,5.0,1.72500000003,4.8095238097,1.0,2.5,52.0,0.50000000003,2.0,22.0,1.225,182.0,0.0,14.0,6.0,110.0,17.0,7.66666666683,22.366666668,9.0,18.5,337.0,3.66666666683,11.0,153.0,4.0
55,1,27.0,0.0,4.0,7.0,31.0,5.0,0.80833333336,4.5595238097,0.0,3.0,48.0,0.5833333333599999,1.0,22.0,0.225,154.0,0.0,15.0,7.0,96.0,16.0,5.60833333344,17.557142858299997,0.0,20.0,285.0,3.8333333334399997,8.0,131.0,1.7750000000000001
15,1,15.0,0.0,0.0,6.0,7.0,1.0,0.55833333333,1.6261904763,1.0,1.5,25.0,0.33333333333,1.0,16.0,0.225,45.0,0.0,0.0,6.0,7.0,1.0,1.31666666665,4.3261904765,3.0,3.5,80.0,0.66666666665,3.0,35.0,0.65
10,1,12.0,0.0,0.0,5.0,6.0,1.0,0.7833333334,1.2333333334,1.0,3.0,21.0,0.5833333333999999,1.0,9.0,0.2,30.0,0.0,0.0,5.0,6.0,1.0,1.8500000002,2.7000000002,1.0,7.0,55.0,1.2500000002,3.0,19.0,0.6000000000000001
3,1,6.0,0.0,1.0,3.0,11.0,2.0,0.2,0.5666666667,0.0,1.0,11.0,0.2,0.0,5.0,0.0,9.0,0.0,2.0,3.0,17.0,3.0,0.2,0.7333333334,0.0,1.0,17.0,0.2,0.0,5.0,0.0
91,0,33.0,0.0,5.0,1.0,41.0,6.0,3.4845238095999997,7.8928571430000005,0.0,6.5,51.0,2.8916666667,3.0,24.0,0.5928571429,245.0,0.0,23.0,2.0,218.0,35.0,18.002380953,37.9023809537,0.0,41.0,421.0,13.0166666669,25.0,200.0,4.9857142861
91,1,33.0,0.0,6.0,5.0,52.0,8.0,1.58333333336,8.8095238097,3.0,3.0,53.0,0.5833333333599999,1.0,25.0,1.0,245.0,0.0,33.0,5.0,233.0,37.0,6.08333333352,39.9857142874,31.0,23.0,443.0,4.08333333352,2.0,203.0,2.0
21,1,17.0,0.0,1.0,7.0,13.0,2.0,0.6345238096,1.6261904763,2.0,1.5,25.0,0.29166666669999997,2.0,16.0,0.3428571429,62.0,0.0,3.0,7.0,25.0,4.0,2.535714286,5.9523809528,7.0,7.0,105.0,1.2500000002,7.0,51.0,1.2857142858000001
1,0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,0.1666666667,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,0.1666666667,0.0,0.0,6.0,0.0,0.0,0.0,0.0
78,1,33.0,0.0,7.0,8.0,70.0,9.0,3.6718253968,10.2408730158,0.0,5.5,62.0,1.328968254,4.0,38.0,2.3428571429,206.0,0.0,48.0,24.0,407.0,51.0,14.929761904500001,38.6738095232,0.0,41.5,511.0,6.444047619300001,21.0,294.0,8.485714286099999
10,1,10.0,0.0,0.0,6.0,24.0,3.0,0.25,1.7718253968000002,0.0,1.0,32.0,0.125,1.0,16.0,0.125,26.0,0.0,0.0,6.0,59.0,7.0,0.625,3.7301587301000003,0.0,2.0,83.0,0.25,3.0,33.0,0.375
1,0,3.0,0.0,0.0,5.0,9.0,1.0,0.0,0.1111111111,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,9.0,1.0,0.0,0.1111111111,0.0,0.0,9.0,0.0,0.0,0.0,0.0
15,1,12.0,0.0,3.0,6.0,31.0,4.0,0.25,2.0575396825,1.0,1.0,39.0,0.125,1.0,23.0,0.125,38.0,0.0,10.0,6.0,90.0,11.0,0.875,5.7876984126,1.0,3.0,122.0,0.375,4.0,56.0,0.5
55,1,27.0,0.0,4.0,7.0,57.0,7.0,1.319047619,7.2408730158,0.0,5.0,60.0,0.8845238096,3.0,37.0,0.43452380960000003,143.0,0.0,29.0,10.0,283.0,35.0,6.3559523807,28.192063491600003,0.0,23.0,388.0,3.5404761908999998,20.0,227.0,2.8154761909
78,1,33.0,0.0,7.0,3.0,70.0,9.0,2.819047619,11.2408730158,1.0,5.5,62.0,1.3845238096,4.0,39.0,1.4345238096,206.0,0.0,44.0,36.0,417.0,52.0,10.4940476187,48.6738095232,6.0,33.5,511.0,5.8095238101,27.0,304.0,4.6845238101
3,1,6.0,0.0,0.0,5.0,9.0,1.0,0.2361111111,0.3611111111,1.0,2.0,17.0,0.2361111111,0.0,8.0,0.0,9.0,0.0,0.0,5.0,9.0,1.0,0.3472222222,0.4722222222,1.0,3.0,26.0,0.3472222222,0.0,8.0,0.0
78,1,33.0,0.0,8.0,6.0,70.0,9.0,3.1718253968,10.2408730158,0.0,7.0,62.0,2.8289682540000003,2.0,38.0,0.3428571429,206.0,0.0,41.0,16.0,407.0,51.0,11.429761904500001,38.6738095232,0.0,44.0,511.0,8.944047619300001,15.0,294.0,2.4857142861000003
28,1,18.0,0.0,1.0,5.0,30.0,4.0,1.869047619,2.7908730158,0.0,3.0,50.0,0.43452380960000003,4.0,34.0,1.4345238096,71.0,0.0,4.0,5.0,137.0,17.0,7.898809523700001,10.9694444442,0.0,10.0,217.0,1.3869047621000001,16.0,119.0,6.5119047621
6,1,7.0,0.0,0.0,5.0,17.0,2.0,0.25,1.4861111111,0.0,1.0,25.0,0.125,1.0,9.0,0.125,16.0,0.0,0.0,5.0,35.0,4.0,0.375,1.9583333333000001,0.0,1.0,51.0,0.125,2.0,17.0,0.25
78,1,33.0,0.0,4.0,1.0,63.0,8.0,1.3408730158,10.2408730158,0.0,6.0,62.0,0.8884920636,3.0,38.0,0.4523809525,206.0,0.0,18.0,4.0,345.0,42.0,10.8988095232,38.6738095232,0.0,52.0,511.0,7.3035714294,24.0,294.0,3.5952380962
66,1,30.0,0.0,7.0,8.0,64.0,8.0,1.9218253968,8.2408730158,0.0,5.0,61.0,1.578968254,2.0,37.0,0.3428571429,173.0,0.0,41.0,44.0,337.0,42.0,9.7579365077,28.4329365074,0.0,37.0,449.0,7.615079365300001,13.0,256.0,2.1428571432
21,1,15.0,0.0,2.0,4.0,30.0,4.0,0.5218253968,1.3908730158,0.0,3.0,45.0,0.378968254,1.0,28.0,0.1428571429,53.0,0.0,6.0,4.0,97.0,12.0,2.1488095237,4.1785714284,0.0,14.0,167.0,1.7202380953,3.0,81.0,0.42857142870000003
6,1,7.0,0.0,0.0,5.0,17.0,2.0,0.2361111111,0.4861111111,0.0,2.0,25.0,0.2361111111,0.0,8.0,0.0,16.0,0.0,0.0,5.0,26.0,3.0,0.5833333332999999,0.9583333332999999,0.0,5.0,51.0,0.5833333332999999,0.0,16.0,0.0
36,1,21.0,0.0,5.0,14.0,47.0,6.0,0.65,3.9908730158,0.0,2.0,55.0,0.325,2.0,35.0,0.325,92.0,0.0,26.0,47.0,211.0,27.0,2.425,14.96031746,0.0,8.0,272.0,1.15,9.0,154.0,1.275
45,1,24.0,0.0,4.0,7.0,49.0,6.0,2.069047619,5.9908730158,1.0,4.0,56.0,0.6345238096,4.0,36.0,1.4345238096,116.0,0.0,25.0,7.0,226.0,28.0,7.036904761700001,20.9511904758,3.0,18.0,328.0,2.6559523813,19.0,190.0,4.3809523813
78,1,33.0,0.0,8.0,2.0,70.0,9.0,0.7968253968000001,10.2408730158,2.0,3.0,62.0,0.453968254,2.0,38.0,0.3428571429,206.0,0.0,44.0,2.0,407.0,51.0,6.3047619045,38.6738095232,19.0,27.0,511.0,3.8190476193,15.0,294.0,2.4857142861000003
78,1,33.0,0.0,8.0,3.0,63.0,8.0,2.3408730157999997,10.2408730158,0.0,6.0,62.0,0.8884920636,4.0,38.0,1.4523809525,206.0,0.0,42.0,30.0,345.0,42.0,13.898809523199999,38.6738095232,0.0,52.0,511.0,7.3035714294,27.0,294.0,6.5952380962
15,1,12.0,0.0,4.0,5.0,35.0,5.0,0.2678571429,2.18015873,0.0,2.0,27.0,0.2678571429,0.0,30.0,0.0,40.0,0.0,14.0,17.0,115.0,15.0,0.9285714287,8.2793650787,0.0,7.0,75.0,0.9285714287,0.0,110.0,0.0
3,1,6.0,0.0,1.0,6.0,17.0,2.0,0.125,1.361111111,0.0,1.0,9.0,0.125,0.0,17.0,0.0,9.0,0.0,2.0,6.0,26.0,3.0,0.125,2.472222222,0.0,1.0,10.0,0.125,0.0,26.0,0.0
36,1,21.0,0.0,5.0,2.0,42.0,7.0,0.5178571429000001,4.3468253967,0.0,3.0,36.0,0.5178571429000001,0.0,39.0,0.0,94.0,0.0,21.0,8.0,238.0,35.0,2.4821428574000004,18.653174602100002,0.0,16.0,176.0,2.4821428574000004,0.0,220.0,0.0
78,1,33.0,0.0,4.0,3.0,31.0,4.0,1.2956349206,9.5968253967,6.0,3.0,42.0,0.75,4.0,42.0,0.5456349207,208.0,0.0,15.0,4.0,128.0,15.0,9.8869047617,47.7904761889,41.0,18.0,337.0,4.2500000001,42.0,382.0,5.6369047624999995
45,1,24.0,0.0,1.0,7.0,18.0,2.0,1.5789682539999998,5.3468253967,4.0,1.0,37.0,0.2,6.0,39.0,1.3789682540000001,118.0,0.0,5.0,7.0,54.0,6.0,7.0000000003,23.9999999988,15.0,5.0,213.0,1.0,35.0,259.0,6.0000000003
78,1,33.0,0.0,3.0,4.0,31.0,4.0,2.9956349205999997,9.5968253967,3.0,5.0,42.0,1.95,5.0,42.0,1.0456349207,208.0,0.0,14.0,4.0,128.0,15.0,14.9869047617,47.7904761889,18.0,27.0,337.0,6.8500000001,47.0,382.0,8.1369047625
78,0,33.0,0.0,4.0,0.0,31.0,4.0,4.4956349206,9.5968253967,5.0,4.0,42.0,1.8666666667,6.0,42.0,2.628968254,208.0,0.0,15.0,0.0,128.0,15.0,26.4869047613,47.7904761889,33.0,34.0,337.0,17.6000000003,43.0,382.0,8.8869047622
28,1,15.0,0.0,3.0,4.0,42.0,7.0,0.5178571429000001,3.3468253967,0.0,3.0,34.0,0.5178571429000001,0.0,37.0,0.0,70.0,0.0,11.0,6.0,196.0,28.0,1.9642857145000001,14.3063492054,0.0,13.0,140.0,1.9642857145000001,0.0,181.0,0.0
21,1,15.0,0.0,4.0,5.0,39.0,6.0,0.5178571429000001,2.68015873,0.0,3.0,31.0,0.5178571429000001,0.0,34.0,0.0,55.0,0.0,16.0,11.0,154.0,21.0,1.4464285716,10.9595238087,0.0,10.0,106.0,1.4464285716,0.0,144.0,0.0
55,1,27.0,1.0,1.0,9.0,26.0,3.0,1.2361111111,6.5968253967,7.0,1.0,41.0,0.25,5.0,40.0,0.9861111111,145.0,1.0,6.0,10.0,80.0,9.0,6.2361111111000005,30.596825395499998,36.0,1.0,254.0,0.25,35.0,299.0,5.9861111111000005
6,1,8.0,0.0,2.0,5.0,24.0,3.0,0.2678571429,1.6468253967000002,0.0,2.0,16.0,0.2678571429,0.0,24.0,0.0,17.0,0.0,5.0,6.0,50.0,6.0,0.3928571429,4.1190476187,0.0,3.0,26.0,0.3928571429,0.0,50.0,0.0
78,0,33.0,0.0,3.0,0.0,31.0,4.0,1.1861111111,9.5968253967,6.0,1.0,42.0,0.2,5.0,42.0,0.9861111111,208.0,0.0,14.0,0.0,128.0,15.0,9.5583333333,47.7904761889,42.0,8.0,337.0,1.6,45.0,382.0,7.958333333300001
1,0,3.0,0.0,0.0,6.0,9.0,1.0,1.0,1.111111111,0.0,1.0,1.0,1.0,0.0,9.0,0.0,3.0,0.0,0.0,6.0,9.0,1.0,1.0,1.111111111,0.0,1.0,1.0,1.0,0.0,9.0,0.0
1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,0,33.0,0.0,4.0,1.0,31.0,4.0,1.003968254,9.5968253967,7.0,2.0,42.0,0.49999999999999994,3.0,42.0,0.503968254,208.0,0.0,15.0,8.0,128.0,15.0,8.011904762299999,47.7904761889,51.0,15.0,337.0,3.5000000000999996,29.0,382.0,4.5119047622
10,1,11.0,0.0,3.0,8.0,30.0,4.0,0.2678571429,1.98015873,0.0,2.0,22.0,0.2678571429,0.0,30.0,0.0,28.0,0.0,9.0,12.0,80.0,10.0,0.6607142858,6.0992063487,0.0,5.0,48.0,0.6607142858,0.0,80.0,0.0
66,1,30.0,0.0,6.0,8.0,58.0,9.0,0.5178571429000001,7.5968253967,0.0,3.0,41.0,0.5178571429000001,0.0,41.0,0.0,175.0,0.0,46.0,14.0,398.0,60.0,4.0357142861,38.1936507922,0.0,25.0,295.0,4.0357142861,0.0,340.0,0.0
78,0,33.0,0.0,4.0,0.0,31.0,4.0,3.6623015873,9.5968253967,4.0,5.0,42.0,2.1166666667,5.0,42.0,1.5456349207,208.0,0.0,15.0,0.0,128.0,15.0,18.9869047619,47.7904761889,24.0,29.0,337.0,10.3500000003,45.0,382.0,8.6369047625
1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,1,12.0,0.0,0.0,8.0,9.0,1.0,0.5456349207,2.18015873,4.0,1.0,27.0,0.1666666667,3.0,30.0,0.378968254,40.0,0.0,0.0,8.0,9.0,1.0,1.8174603176,8.2793650787,10.0,2.0,75.0,0.3333333334,12.0,110.0,1.4841269842
