episode,voted_off_next,total_days,exile_days,votes_for_bootee,votes_against_player,total_votes,tribal_council_appearances,challenge_wins,challenge_appearances,sit_outs,reward_chl_win,reward_chl_teammates,reward_chl_win_perc,immun_chl_win,immun_chl_teammates,immun_chl_win_perc,cumsum_total_days,cumsum_exile_days,cumsum_votes_for_bootee,cumsum_votes_against_player,cumsum_total_votes,cumsum_tribal_council_appearances,cumsum_challenge_wins,cumsum_challenge_appearances,cumsum_sit_outs,cumsum_reward_chl_win,cumsum_reward_chl_teammates,cumsum_reward_chl_win_perc,cumsum_immun_chl_win,cumsum_immun_chl_teammates,cumsum_immun_chl_win_perc
28,1,18.0,0.0,4.0,4.0,35.0,5.0,0.5968253969,1.7174603175,1.0,3.0,50.0,0.48571428580000003,1.0,37.0,0.1111111111,75.0,0.0,16.0,4.0,132.0,17.0,1.977777778,6.4674603175,6.0,8.0,217.0,1.2000000003000002,7.0,177.0,0.7777777777
15,1,14.0,0.0,1.0,5.0,16.0,2.0,0.8968253969,1.1507936508,0.0,5.0,39.0,0.6468253969,2.0,32.0,0.25,42.0,0.0,5.0,5.0,52.0,6.0,2.7341269842,3.4325396825,0.0,15.0,122.0,1.8591269842,7.0,108.0,0.875
45,1,24.0,0.0,4.0,8.0,46.0,6.0,1.0968253969,4.7174603175000005,0.0,6.0,52.0,0.8468253969,2.0,38.0,0.25,120.0,0.0,21.0,13.0,184.0,24.0,6.9214285718,13.9023809525,0.0,38.0,320.0,5.0464285718,15.0,252.0,1.875
36,1,21.0,0.0,3.0,6.0,37.0,5.0,1.0968253969,2.7174603175,0.0,6.0,51.0,0.8468253969,2.0,37.0,0.25,96.0,0.0,13.0,6.0,138.0,18.0,5.8246031749,9.184920635000001,0.0,32.0,268.0,4.1996031749,13.0,214.0,1.625
21,1,15.0,0.0,3.0,7.0,30.0,4.0,0.3968253969,1.3174603175,0.0,2.0,45.0,0.2857142858,1.0,32.0,0.1111111111,57.0,0.0,11.0,9.0,97.0,12.0,1.3809523811000002,4.75,0.0,5.0,167.0,0.7142857145000001,6.0,140.0,0.6666666666000001
6,1,8.0,0.0,1.0,7.0,17.0,2.0,0.1111111111,0.7222222222,1.0,0.0,25.0,0.0,1.0,25.0,0.1111111111,17.0,0.0,2.0,7.0,26.0,3.0,0.33333333330000003,1.4166666665999998,2.0,0.0,51.0,0.0,3.0,51.0,0.33333333330000003
10,1,11.0,0.0,1.0,5.0,17.0,2.0,0.6111111111,0.8650793650999999,0.0,3.0,32.0,0.3611111111,2.0,25.0,0.25,28.0,0.0,4.0,5.0,44.0,5.0,1.6944444444000002,2.2817460317,0.0,9.0,83.0,1.0694444444,5.0,76.0,0.625
78,1,33.0,0.0,6.0,2.0,64.0,8.0,2.1206349206999997,9.9674603178,0.0,5.0,58.0,1.5277777778,4.0,41.0,0.5928571429,210.0,0.0,33.0,6.0,359.0,43.0,12.092857143299998,43.8047619071,0.0,42.0,491.0,7.1250000001,35.0,378.0,4.9678571432
78,0,33.0,0.0,7.0,0.0,67.0,9.0,2.3468253969,8.9674603175,0.0,8.0,58.0,2.0968253969,2.0,40.0,0.25,210.0,0.0,39.0,0.0,366.0,48.0,11.9619047625,36.80476190500001,0.0,60.0,491.0,9.3369047625,21.0,371.0,2.625
66,1,30.0,0.0,6.0,8.0,69.0,9.0,1.8468253969,7.9674603175000005,0.0,5.0,57.0,1.7357142858,1.0,40.0,0.1111111111,177.0,0.0,39.0,10.0,362.0,47.0,8.8650793656,27.8373015875,0.0,26.0,433.0,7.642857143500001,11.0,331.0,1.2222222221
55,1,27.0,0.0,6.0,10.0,59.0,7.0,1.6206349207000001,6.9674603178000005,1.0,1.0,56.0,0.1666666667,4.0,40.0,1.453968254,147.0,0.0,34.0,18.0,292.0,35.0,5.6015873019,24.8698412715,3.0,5.0,376.0,0.8333333334999999,22.0,296.0,4.7682539684
1,0,3.0,0.0,0.0,8.0,9.0,1.0,0.1111111111,0.2222222222,0.0,1.0,9.0,0.1111111111,0.0,9.0,0.0,3.0,0.0,0.0,8.0,9.0,1.0,0.1111111111,0.2222222222,0.0,1.0,9.0,0.1111111111,0.0,9.0,0.0
78,1,33.0,0.0,6.0,5.0,64.0,8.0,2.3706349206999997,9.9674603178,1.0,6.0,58.0,1.7777777778,4.0,41.0,0.5928571429,210.0,0.0,39.0,11.0,359.0,43.0,14.842857143299998,43.8047619071,6.0,47.0,491.0,9.8750000001,35.0,378.0,4.9678571432
78,0,33.0,0.0,9.0,7.0,72.0,9.0,0.253968254,9.9674603178,4.0,0.0,58.0,0.0,2.0,41.0,0.253968254,210.0,0.0,52.0,50.0,430.0,52.0,2.4761904764000002,43.8047619071,27.0,0.0,491.0,0.0,20.0,378.0,2.4761904764000002
21,1,15.0,0.0,1.0,7.0,24.0,3.0,0.9206349207,2.3174603178,0.0,4.0,45.0,0.5277777778,3.0,33.0,0.3928571429,57.0,0.0,6.0,12.0,85.0,10.0,3.3690476191,5.7500000003,0.0,16.0,167.0,1.9583333333,11.0,141.0,1.4107142858000001
3,1,6.0,0.0,0.0,8.0,9.0,1.0,0.1111111111,0.4722222222,0.0,0.0,17.0,0.0,1.0,17.0,0.1111111111,9.0,0.0,0.0,8.0,9.0,1.0,0.2222222222,0.6944444444,0.0,0.0,26.0,0.0,2.0,26.0,0.2222222222
78,0,33.0,0.0,9.0,0.0,72.0,9.0,3.620634921,9.9674603178,1.0,1.0,58.0,0.1666666667,6.0,41.0,3.4539682540000003,210.0,0.0,52.0,0.0,430.0,52.0,16.8428571454,43.8047619071,5.0,7.0,491.0,1.1666666668999999,38.0,378.0,15.676190476400002
78,0,33.0,0.0,9.0,2.0,72.0,9.0,0.8706349207,9.9674603178,1.0,2.0,58.0,0.41666666669999997,3.0,41.0,0.453968254,210.0,0.0,52.0,8.0,430.0,52.0,5.5928571433,43.8047619071,5.0,10.0,491.0,1.9166666668999999,26.0,378.0,3.6761904764
78,0,33.0,4.0,6.0,9.0,52.0,7.0,1.2720238095,10.6714285707,0.0,4.0,44.0,0.9,2.25,33.0,0.37202380960000003,210.0,12.0,29.0,36.0,287.0,37.0,9.845238095200001,53.9333333304,0.0,29.0,335.0,6.1666666668,22.0,301.0,3.6785714293000003
36,1,21.0,2.0,3.0,7.0,36.0,5.0,1.1910714286,5.0880952377,0.0,2.5,35.0,0.7857142858,2.25,30.0,0.4053571429,96.0,2.0,14.0,9.0,113.0,17.0,8.1571428573,20.9142857136,0.0,17.0,169.0,5.8571428577,13.0,174.0,2.3000000003000003
15,1,14.0,0.0,1.0,3.0,14.0,2.0,0.5720238096,2.5547619047,1.0,2.0,26.0,0.36666666670000003,1.25,29.0,0.2053571429,42.0,0.0,4.0,3.0,35.0,5.0,1.2744047621,9.3166666665,2.0,3.0,71.0,0.5333333334,4.25,86.0,0.7410714287
55,1,25.0,4.0,3.0,9.0,41.0,5.0,1.5845238095,7.3380952377,2.0,5.0,40.0,1.15,2.5,31.0,0.43452380960000003,145.0,35.0,9.0,19.0,132.0,16.0,8.4261904762,34.590476189,8.0,23.0,248.0,4.8666666668,20.0,236.0,3.5595238101000004
78,1,33.0,0.0,7.0,1.0,56.0,8.0,1.7095238096,10.6714285707,3.0,3.0,44.0,1.4,2.0,33.0,0.30952380960000003,210.0,0.0,38.0,12.0,335.0,49.0,8.9285714293,53.9333333304,21.0,18.0,335.0,6.0,19.0,301.0,2.9285714293000003
66,1,30.0,0.0,5.0,4.0,47.0,6.0,1.3095238095,8.6714285707,3.0,3.0,43.0,0.75,3.0,32.0,0.5595238096,177.0,0.0,29.0,10.0,235.0,30.0,7.7857142858,43.2619047597,16.0,12.0,291.0,2.4166666669,28.0,268.0,5.3690476197
21,1,15.0,0.0,1.0,3.0,17.0,3.0,0.7535714286,2.7547619047,0.0,2.0,31.0,0.2857142858,2.5,29.0,0.4678571429,57.0,0.0,4.0,3.0,50.0,8.0,3.1500000001,12.0714285712,0.0,9.0,102.0,1.2857142861000002,10.0,115.0,1.8642857145
78,0,33.0,4.0,7.0,2.0,52.0,7.0,1.2595238095,10.6714285707,2.0,3.0,44.0,0.7,3.0,33.0,0.5595238096,210.0,12.0,37.0,3.0,287.0,37.0,9.4952380953,53.9333333304,12.0,18.0,335.0,3.5666666669,31.0,301.0,5.9285714293
3,1,6.0,0.0,1.0,5.0,11.0,2.0,0.0,1.5357142857000001,0.0,0.0,8.0,0.0,0.0,11.0,0.0,9.0,0.0,2.0,5.0,15.0,3.0,0.0,2.7857142857,0.0,0.0,9.0,0.0,0.0,15.0,0.0
6,1,8.0,2.0,0.0,5.0,7.0,1.0,0.6785714286,1.8214285714,0.0,2.0,15.0,0.2857142858,2.0,18.0,0.3928571429,17.0,6.0,0.0,5.0,7.0,1.0,1.4642857142999999,4.6071428571,0.0,3.0,24.0,0.42857142870000003,5.0,33.0,1.0357142858000001
28,1,18.0,0.0,3.0,6.0,27.0,4.0,0.6910714286,3.7547619047,0.0,2.0,32.0,0.2857142858,2.25,29.0,0.4053571429,75.0,0.0,11.0,6.0,77.0,12.0,3.4660714287000003,15.8261904759,0.0,11.0,134.0,1.5714285719,10.75,144.0,1.8946428574
10,1,11.0,0.0,2.0,6.0,17.0,3.0,0.6785714286,2.1547619047,0.0,2.25,21.0,0.5357142858,1.0,24.0,0.1428571429,28.0,0.0,6.0,8.0,36.0,7.0,2.1428571429,6.7619047618,0.0,6.0,45.0,1.7142857145,3.0,57.0,0.42857142870000003
45,1,24.0,1.0,1.0,8.0,40.0,5.0,1.4619047619,6.3380952377,0.0,4.0,39.0,0.8690476191000001,3.0,31.0,0.5928571429,120.0,4.0,6.0,18.0,141.0,19.0,7.4523809525,27.2523809513,0.0,18.0,208.0,3.0595238101,22.0,205.0,4.3928571432000005
78,1,33.0,0.0,4.0,9.0,52.0,7.0,1.0011904762000001,10.6714285707,1.0,3.0,44.0,0.5666666667,2.5,33.0,0.43452380960000003,210.0,0.0,26.0,49.0,287.0,37.0,8.928571428700002,53.9333333304,4.0,24.0,335.0,4.5000000003,25.0,301.0,4.428571429300001
78,0,33.0,6.0,3.0,0.0,55.0,8.0,8.3369047616,10.6714285707,0.0,7.0,44.0,3.8690476191,6.5,33.0,4.4678571429,210.0,40.0,26.0,0.0,306.0,44.0,40.3380952377,53.9333333304,0.0,46.0,335.0,23.6666666675,37.0,301.0,16.671428571899998
1,0,3.0,0.0,0.0,3.0,4.0,1.0,0.0,1.25,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,4.0,1.0,0.0,1.25,0.0,0.0,1.0,0.0,0.0,4.0,0.0
84,0,33.0,3.0,7.0,1.0,68.0,9.0,1.4527777778,6.5706349207,3.0,3.25,57.0,1.2861111110999999,1.0,31.0,0.1666666667,210.0,24.0,38.0,1.0,329.0,43.0,5.7111111112,25.2111111115,20.0,23.0,451.0,4.711111110999999,6.0,209.0,1.0000000002
84,0,33.0,0.0,6.0,3.0,47.0,6.0,2.1678571429,6.5706349207,0.0,7.0,57.0,1.4178571429,4.0,31.0,0.75,210.0,0.0,29.0,30.0,228.0,29.0,15.1000000003,25.2111111115,0.0,54.0,451.0,10.7250000003,26.0,209.0,4.375
3,1,6.0,0.0,0.0,4.0,5.0,1.0,0.1,0.45,0.0,0.5,9.0,0.1,0.0,0.0,0.0,9.0,0.0,0.0,4.0,5.0,1.0,0.2,0.65,0.0,1.0,14.0,0.2,0.0,0.0,0.0
38,1,21.0,0.0,2.0,7.0,31.0,4.0,0.8527777778,2.0706349207,1.0,4.0,50.0,0.6861111111,1.0,26.0,0.1666666667,96.0,0.0,9.0,7.0,103.0,13.0,4.85,7.9285714287,1.0,25.0,229.0,4.5166666666,2.0,88.0,0.3333333334
71,1,30.0,5.0,5.0,6.0,53.0,7.0,1.0178571429,4.5706349207,2.0,4.25,56.0,0.7678571429000001,2.0,30.0,0.25,177.0,20.0,21.0,11.0,180.0,24.0,7.7821428574,18.6404761908,7.0,31.75,394.0,5.9071428574,15.0,178.0,1.875
21,1,15.0,0.0,1.0,6.0,16.0,2.0,0.825,1.203968254,1.0,3.0,41.0,0.575,2.0,16.0,0.25,57.0,0.0,4.0,6.0,40.0,5.0,3.45,4.2873015873,1.0,14.0,133.0,2.825,5.0,40.0,0.625
6,1,8.0,0.0,1.0,5.0,13.0,2.0,0.1,0.5611111111,0.0,0.5,18.0,0.1,0.0,0.0,0.0,17.0,0.0,2.0,5.0,18.0,3.0,0.30000000000000004,1.2111111111000001,0.0,1.5,32.0,0.30000000000000004,0.0,0.0,0.0
21,1,15.0,0.0,3.0,5.0,28.0,4.0,0.3361111111,1.203968254,1.0,2.5,41.0,0.3361111111,0.0,16.0,0.0,57.0,0.0,10.0,6.0,74.0,11.0,1.2944444444,4.2873015873,3.0,9.0,133.0,1.2944444444,0.0,40.0,0.0
14,0,9.0,0.0,0.0,6.0,7.0,1.0,0.5,0.8666666667,1.0,2.0,17.0,0.375,1.0,14.0,0.125,18.0,0.0,0.0,6.0,7.0,1.0,1.25,1.6166666667,1.0,5.0,33.0,1.0,2.0,22.0,0.25
15,1,9.0,0.0,1.0,0.0,16.0,2.0,0.3178571429,0.7039682540000001,0.0,1.25,29.0,0.1928571429,1.0,8.0,0.125,25.0,0.0,3.0,0.0,32.0,4.0,0.5928571429,1.7761904762,0.0,2.0,70.0,0.3428571429,2.0,16.0,0.25
10,1,11.0,0.0,1.0,7.0,14.0,2.0,0.21111111110000003,0.8111111111,1.0,1.5,26.0,0.21111111110000003,0.0,8.0,0.0,28.0,0.0,3.0,7.0,24.0,4.0,0.6222222222,2.0222222222,3.0,4.0,58.0,0.6222222222,0.0,8.0,0.0
48,1,24.0,0.0,5.0,6.0,44.0,6.0,0.6027777778,2.5706349207,3.0,3.0,54.0,0.4361111111,1.0,30.0,0.1666666667,120.0,0.0,18.0,12.0,147.0,19.0,3.7027777777999997,10.4992063494,11.0,21.0,283.0,3.2027777777,3.0,118.0,0.5000000001
59,1,27.0,0.0,3.0,5.0,52.0,7.0,0.4652777778,3.5706349207,3.0,2.25,55.0,0.2986111111,1.0,30.0,0.1666666667,147.0,0.0,11.0,5.0,220.0,31.0,2.8680555556,14.0698412701,9.0,16.25,338.0,2.2013888888,4.0,148.0,0.6666666668
84,0,33.0,0.0,6.0,1.0,52.0,7.0,3.8178571429,6.5706349207,0.0,6.5,57.0,2.0678571429,5.0,31.0,1.75,210.0,0.0,30.0,11.0,283.0,40.0,15.1500000003,25.2111111115,0.0,40.0,451.0,9.7750000003,27.0,209.0,5.375
84,1,33.0,0.0,7.0,0.0,68.0,9.0,1.7027777778,6.5706349207,2.0,4.25,57.0,1.5361111110999999,1.0,31.0,0.1666666667,210.0,0.0,38.0,0.0,329.0,43.0,7.461111111199999,25.2111111115,9.0,33.0,451.0,6.461111110999999,6.0,209.0,1.0000000002
84,1,33.0,5.0,8.0,15.0,68.0,9.0,1.0178571429,6.5706349207,2.0,4.25,57.0,0.7678571429000001,2.0,31.0,0.25,210.0,30.0,41.0,42.0,320.0,42.0,8.8000000003,25.2111111115,11.0,36.0,451.0,6.675000000300001,17.0,209.0,2.125
48,1,24.0,0.0,5.0,6.0,43.0,6.0,0.4652777778,2.5706349207,2.0,2.25,54.0,0.2986111111,1.0,30.0,0.1666666667,120.0,0.0,26.0,6.0,186.0,27.0,2.4027777778,10.4992063494,3.0,14.0,283.0,1.9027777777,3.0,118.0,0.5000000001
1,0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,0.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,0.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0
15,1,14.0,0.0,2.0,9.0,22.0,3.0,0.2986111111,1.0611111111,1.0,2.25,34.0,0.2986111111,0.0,16.0,0.0,42.0,0.0,7.0,11.0,51.0,8.0,0.7083333332999999,3.0833333333,2.0,5.0,92.0,0.7083333332999999,0.0,24.0,0.0
84,0,33.0,0.0,6.0,2.0,52.0,7.0,1.5803571429,6.5706349207,1.0,4.25,57.0,0.8303571429000001,4.0,31.0,0.75,210.0,0.0,31.0,24.0,288.0,41.0,9.4375000003,25.2111111115,6.0,27.75,451.0,5.0625000003,26.0,209.0,4.375
84,0,33.0,1.0,6.0,4.0,47.0,6.0,2.1678571429,6.5706349207,0.0,7.0,57.0,1.4178571429,4.0,31.0,0.75,210.0,11.0,29.0,12.0,228.0,29.0,15.1000000003,25.2111111115,0.0,54.0,451.0,10.7250000003,26.0,209.0,4.375
78,1,33.0,0.0,6.0,9.0,54.0,8.0,1.4464285714,7.3797619047000005,0.0,7.0,68.0,1.0496031747,3.0,37.0,0.3968253969,212.0,0.0,33.0,12.0,245.0,37.0,11.2738095234,26.2404761899,0.0,58.0,541.0,7.7341269848000005,27.0,276.0,3.5396825403000003
21,1,16.0,0.0,3.0,10.0,38.0,5.0,0.0,1.2103174603,0.0,0.0,46.0,0.0,0.0,22.0,0.0,58.0,0.0,12.0,21.0,146.0,18.0,0.0,3.8174603173,0.0,0.0,172.0,0.0,0.0,67.0,0.0
78,0,33.0,2.0,4.0,1.0,32.0,4.0,3.9630952381,7.3797619047000005,0.0,9.0,68.0,2.1996031747,6.0,37.0,1.7634920636,212.0,4.0,15.0,2.0,122.0,15.0,16.7404761903,26.2404761899,0.0,67.0,541.0,10.2007936515,39.0,276.0,6.5396825405
78,0,33.0,0.0,3.0,4.0,32.0,4.0,2.6202380953,7.3797619047000005,2.0,8.0,68.0,2.0567460318,4.0,37.0,0.5634920636,212.0,0.0,6.0,18.0,122.0,15.0,15.4547619051,26.2404761899,14.0,60.0,541.0,10.9150793654,33.0,276.0,4.5396825405
78,0,33.0,0.0,7.0,1.0,54.0,8.0,1.8214285714,7.3797619047000005,0.0,7.375,68.0,1.4246031747,3.0,37.0,0.3968253969,212.0,0.0,34.0,5.0,245.0,37.0,11.6488095234,26.2404761899,0.0,58.375,541.0,8.1091269848,27.0,276.0,3.5396825403000003
78,0,33.0,6.0,5.0,1.0,48.0,6.0,1.1833333334,7.3936507936,0.0,4.0,68.0,0.8166666667,2.0,36.0,0.36666666670000003,212.0,32.0,34.0,10.0,294.0,36.0,5.4666666671,26.3793650789,0.0,18.0,541.0,3.4666666669,11.0,266.0,2.0000000002
55,1,27.0,0.0,4.0,5.0,34.0,5.0,1.3964285714,4.1297619047000005,0.0,7.0,63.0,0.9996031747,3.0,35.0,0.3968253969,149.0,0.0,19.0,5.0,134.0,20.0,8.7809523806,13.4809523805,0.0,46.0,406.0,6.034920635400001,21.0,203.0,2.7460317465
3,1,6.0,0.0,0.0,6.0,17.0,2.0,0.0,0.2222222222,0.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,26.0,3.0,0.0,0.33333333330000003,0.0,0.0,27.0,0.0,0.0,0.0,0.0
10,1,10.0,0.0,0.0,9.0,9.0,1.0,0.45833333330000003,0.6011904762,1.0,3.0,33.0,0.3472222222,1.0,9.0,0.1111111111,27.0,0.0,0.0,9.0,9.0,1.0,1.2499999999,1.3928571428,1.0,9.0,86.0,1.0277777777,2.0,18.0,0.2222222222
1,0,3.0,0.0,0.0,6.0,9.0,1.0,0.0,0.1111111111,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,9.0,1.0,0.0,0.1111111111,0.0,0.0,9.0,0.0,0.0,0.0,0.0
10,1,11.0,0.0,0.0,6.0,8.0,1.0,0.744047619,0.744047619,0.0,4.0,33.0,0.49007936510000005,2.0,16.0,0.253968254,28.0,0.0,0.0,6.0,8.0,1.0,1.5357142856000001,1.5357142856000001,0.0,10.0,86.0,1.1706349206,3.0,25.0,0.3650793651
36,1,21.0,3.0,2.0,7.0,19.0,3.0,0.9285714286000001,1.763095238,2.0,5.0,51.0,0.6746031747000001,2.0,34.0,0.253968254,98.0,7.0,7.0,13.0,57.0,8.0,4.523809523800001,6.721428571000001,11.0,26.0,263.0,3.285714286,10.0,134.0,1.2380952382000001
45,1,24.0,0.0,3.0,3.0,37.0,5.0,0.7333333334000001,2.1436507936,0.0,2.0,62.0,0.36666666670000003,2.0,33.0,0.36666666670000003,122.0,0.0,24.0,3.0,241.0,30.0,1.9666666669000001,9.4484126981,0.0,6.0,343.0,1.0666666668,5.0,161.0,0.9000000001
66,1,30.0,2.0,5.0,6.0,71.0,10.0,0.1666666667,5.3936507936,0.0,1.0,67.0,0.1666666667,0.0,35.0,0.0,179.0,4.0,38.0,17.0,427.0,58.0,0.8333333334999999,18.9857142853,0.0,5.0,473.0,0.8333333334999999,0.0,230.0,0.0
15,1,14.0,0.0,2.0,6.0,32.0,4.0,0.0,1.0436507936,0.0,0.0,40.0,0.0,0.0,22.0,0.0,42.0,0.0,9.0,10.0,108.0,13.0,0.0,2.607142857,0.0,0.0,126.0,0.0,0.0,45.0,0.0
28,1,19.0,0.0,3.0,5.0,44.0,6.0,0.1666666667,1.5436507936,0.0,1.0,52.0,0.1666666667,0.0,28.0,0.0,77.0,0.0,11.0,6.0,190.0,24.0,0.1666666667,5.3611111109,0.0,1.0,224.0,0.1666666667,0.0,95.0,0.0
78,1,33.0,0.0,4.0,2.0,37.0,5.0,3.0130952381,7.3797619047000005,0.0,8.0,68.0,1.2496031747,6.0,37.0,1.7634920636,212.0,0.0,17.0,8.0,142.0,19.0,16.4404761903,26.2404761899,0.0,64.0,541.0,8.9007936515,40.0,276.0,7.5396825405
6,1,8.0,3.0,1.0,6.0,16.0,2.0,0.0,0.3611111111,0.0,0.0,17.0,0.0,0.0,8.0,0.0,17.0,6.0,2.0,8.0,24.0,3.0,0.0,0.4722222222,0.0,0.0,26.0,0.0,0.0,8.0,0.0
78,0,33.0,2.0,6.0,2.0,56.0,7.0,2.1083333334,7.3936507936,1.0,2.375,68.0,0.7416666667,3.0,36.0,1.3666666667,212.0,18.0,45.0,13.0,382.0,47.0,7.3416666671,26.3793650789,5.0,11.375,541.0,2.3416666669,14.0,266.0,5.0000000002
15,1,15.0,0.0,1.0,3.0,13.0,2.0,0.7678571428000001,1.3011904761,0.0,3.0,32.0,0.43452380960000003,2.0,18.0,0.3333333334,45.0,0.0,3.0,3.0,29.0,4.0,2.5297619046,3.7297619045,0.0,11.0,103.0,1.529761905,6.0,54.0,1.0000000002
66,0,33.0,0.0,7.0,0.0,55.0,7.0,1.2678571428,9.3011904761,2.0,5.0,47.0,0.9345238096,2.0,26.0,0.3333333334,198.0,0.0,30.0,0.0,244.0,30.0,8.8869047614,34.286904761100004,13.0,36.0,355.0,5.8869047626,18.0,196.0,3.0000000006
3,1,6.0,0.0,0.0,8.0,15.0,2.0,0.0,0.4345238095,0.0,0.0,15.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,10.0,23.0,3.0,0.0,0.5595238095,0.0,0.0,23.0,0.0,0.0,6.0,0.0
1,0,3.0,0.0,0.0,5.0,8.0,1.0,0.0,0.125,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,8.0,1.0,0.0,0.125,0.0,0.0,8.0,0.0,0.0,0.0,0.0
66,0,33.0,0.0,5.0,0.0,55.0,7.0,1.6845238096,9.3011904761,5.0,3.0,47.0,0.5178571429000001,2.0,26.0,1.1666666667,198.0,0.0,15.0,0.0,244.0,30.0,8.8869047626,34.286904761100004,40.0,24.0,355.0,3.5535714290000002,12.0,196.0,5.333333333600001
10,1,12.0,0.0,1.0,6.0,21.0,3.0,0.3333333333,1.1011904761,0.0,1.0,27.0,0.1666666667,1.0,18.0,0.1666666667,30.0,0.0,3.0,8.0,59.0,8.0,0.6666666666,2.4285714284,0.0,2.0,71.0,0.3333333334,2.0,36.0,0.3333333334
66,0,33.0,0.0,6.0,0.0,55.0,7.0,1.9678571428,9.3011904761,3.0,5.0,47.0,1.6345238096,2.0,26.0,0.3333333334,198.0,0.0,26.0,0.0,244.0,30.0,9.5369047614,34.286904761100004,19.0,37.0,355.0,6.5369047626,18.0,196.0,3.0000000006
66,1,33.0,0.0,6.0,5.0,66.0,9.0,1.8333333333,9.3011904761,0.0,2.0,47.0,0.41666666669999997,3.0,26.0,1.4166666666999999,198.0,0.0,41.0,7.0,371.0,51.0,7.2499999997,34.286904761100004,0.0,12.0,355.0,2.2500000003,17.0,196.0,5.0000000003
45,1,27.0,0.0,6.0,7.0,55.0,7.0,2.0333333333,5.3011904761,0.0,5.0,45.0,1.8666666667,1.0,24.0,0.1666666667,135.0,0.0,32.0,7.0,248.0,33.0,7.5833333331,17.6845238089,0.0,20.0,262.0,6.4166666669,7.0,145.0,1.1666666668999999
28,1,21.0,0.0,4.0,7.0,36.0,5.0,0.5833333332999999,2.8011904761,1.0,1.0,37.0,0.1666666667,2.0,22.0,0.41666666669999997,84.0,0.0,20.0,7.0,147.0,21.0,2.1666666665,8.332142856699999,6.0,5.0,176.0,0.8333333334999999,7.0,98.0,1.3333333335
55,1,30.0,0.0,4.0,9.0,47.0,6.0,1.2678571428,7.3011904761,0.0,4.0,46.0,0.6845238096,3.0,25.0,0.5833333333999999,165.0,0.0,17.0,20.0,184.0,24.0,8.3690476186,24.985714285,0.0,29.0,308.0,4.4523809530000005,21.0,170.0,3.9166666671999995
36,1,24.0,0.0,3.0,12.0,34.0,4.0,1.3011904762,4.0511904761,2.0,6.0,41.0,1.1345238096,1.0,23.0,0.1666666667,108.0,0.0,11.0,29.0,98.0,12.0,5.8,12.3833333328,8.0,28.0,217.0,4.6333333338,7.0,121.0,1.1666666668999999
6,1,9.0,0.0,0.0,6.0,8.0,1.0,0.2678571429,0.7678571428000001,2.0,2.0,21.0,0.2678571429,0.0,12.0,0.0,18.0,0.0,0.0,6.0,8.0,1.0,0.6607142858,1.3273809523,3.0,5.0,44.0,0.6607142858,0.0,18.0,0.0
66,1,33.0,0.0,5.0,4.0,66.0,9.0,3.5833333332999997,9.3011904761,0.0,2.0,47.0,1.1666666667,4.0,26.0,2.4166666667,198.0,0.0,39.0,24.0,371.0,51.0,10.499999999699998,34.286904761100004,0.0,11.0,355.0,3.5000000003,19.0,196.0,7.0000000003
21,1,18.0,0.0,3.0,6.0,28.0,4.0,0.7833333333,1.8011904761,1.0,3.0,36.0,0.6166666667,1.0,22.0,0.1666666667,63.0,0.0,14.0,8.0,108.0,15.0,1.9833333332,5.5309523806000005,1.0,7.0,139.0,1.3166666668,4.0,76.0,0.6666666668
66,0,33.0,0.0,7.0,3.0,55.0,7.0,1.325,9.3011904761,3.0,5.0,47.0,0.9916666667,2.0,26.0,0.3333333334,198.0,0.0,30.0,4.0,244.0,30.0,9.6083333334,34.286904761100004,25.0,36.0,355.0,6.6083333336,18.0,196.0,3.0000000006
78,1,33.0,1.0,3.0,2.0,48.0,6.0,1.9134920635000001,7.8023809523,0.0,3.0,55.0,1.2678571429,5.0,50.0,0.6456349207000001,214.0,5.0,18.0,2.0,276.0,30.0,8.3111111111,36.6444444438,0.0,16.0,441.0,3.0000000003,43.0,435.0,5.311111111500001
78,0,33.0,2.0,9.0,0.0,74.0,10.0,0.8888888889,8.0523809523,0.0,5.0,59.0,0.7638888889,1.0,50.0,0.125,214.0,2.0,55.0,0.0,469.0,58.0,6.3333333333,37.8944444438,0.0,39.0,461.0,5.2083333333,9.0,435.0,1.125
36,1,21.0,1.0,4.0,4.0,45.0,6.0,0.6388888889,2.8023809523,0.0,4.0,52.0,0.5138888889,1.0,48.0,0.125,100.0,6.0,17.0,4.0,204.0,24.0,3.0277777777,14.934920634600001,0.0,20.0,234.0,2.4027777777,5.0,239.0,0.625
21,1,17.0,2.0,3.0,12.0,34.0,4.0,0.21111111110000003,2.2190476190000004,1.0,0.0,42.0,0.0,2.0,42.0,0.21111111110000003,59.0,2.0,10.0,28.0,100.0,11.0,1.0444444444,9.58015873,3.0,0.0,134.0,0.0,10.0,143.0,1.0444444444
